timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-21T00:00:00,32.518,1.0,386.536,348.941
2025-08-21T00:05:00,24.945,0.955,1291.845,219.886
2025-08-21T00:10:00,18.264,0.99,166.201,95.477
2025-08-21T00:15:00,14.446,1.001,137.573,74.775
2025-08-21T00:20:00,16.981,1.006,341.805,134.243
2025-08-21T00:25:00,22.163,0.997,283.493,151.245
2025-08-21T00:30:00,20.619,0.977,939.08,90.0
2025-08-21T00:35:00,19.088,1.002,454.757,169.682
2025-08-21T00:40:00,27.75,0.966,1441.603,297.131
2025-08-21T00:45:00,33.998,0.899,2441.494,440.539
2025-08-21T00:50:00,22.182,0.919,586.045,79.522
2025-08-21T00:55:00,103.009,0.942,2832.401,1200.244
2025-08-21T01:00:00,36.836,0.981,1393.785,443.982
2025-08-21T01:05:00,29.429,0.831,170.047,99.097
2025-08-21T01:10:00,22.502,0.924,958.049,152.498
2025-08-21T01:15:00,37.531,0.926,1113.066,406.579
2025-08-21T01:20:00,43.513,0.917,2038.004,374.211
2025-08-21T01:25:00,22.804,0.944,1072.168,98.209
2025-08-21T01:30:00,25.194,0.874,1098.405,262.156
2025-08-21T01:35:00,47.209,1.003,648.126,689.093
2025-08-21T01:40:00,38.997,0.92,2037.275,726.242
2025-08-21T01:45:00,29.596,0.917,605.697,256.213
2025-08-21T01:50:00,24.914,0.93,686.733,152.889
2025-08-21T01:55:00,35.909,0.947,1668.269,264.233
2025-08-21T02:00:00,33.363,1.001,268.474,239.752
2025-08-21T02:05:00,22.375,1.004,97.556,80.957
2025-08-21T02:10:00,24.738,0.934,208.168,156.786
2025-08-21T02:15:00,17.722,0.988,440.099,139.597
2025-08-21T02:20:00,28.746,0.97,581.881,323.179
2025-08-21T02:25:00,32.334,1.0,912.229,405.881
2025-08-21T02:30:00,53.401,0.979,6326.046,941.016
2025-08-21T02:35:00,35.889,1.002,2575.569,437.108
2025-08-21T02:40:00,29.93,0.955,1511.699,210.175
2025-08-21T02:45:00,41.859,0.984,791.677,436.874
2025-08-21T02:50:00,39.315,1.002,3213.475,383.711
2025-08-21T02:55:00,41.538,0.972,571.165,556.655
2025-08-21T03:00:00,34.737,0.949,437.185,228.562
2025-08-21T03:05:00,31.885,0.947,791.819,153.132
2025-08-21T03:10:00,20.694,1.005,554.225,125.332
2025-08-21T03:15:00,17.804,0.999,190.677,59.445
2025-08-21T03:20:00,19.566,0.976,91.157,67.741
2025-08-21T03:25:00,18.457,1.002,195.82,58.924
2025-08-21T03:30:00,17.138,0.966,268.236,56.246
2025-08-21T03:35:00,23.097,1.004,538.486,129.094
2025-08-21T03:40:00,22.986,0.971,161.798,87.118
2025-08-21T03:45:00,23.953,0.986,171.242,123.651
2025-08-21T03:50:00,24.486,1.005,377.672,254.536
2025-08-21T03:55:00,18.785,1.003,1610.903,148.802
2025-08-21T04:05:00,18.833,1.004,128.569,67.627
2025-08-21T04:10:00,26.849,0.844,281.764,226.323
2025-08-21T04:15:00,24.009,0.966,282.463,162.958
2025-08-21T04:20:00,26.891,0.905,500.439,301.693
2025-08-21T04:25:00,20.93,0.985,268.901,79.955
2025-08-21T04:30:00,22.048,0.968,208.772,108.268
2025-08-21T04:35:00,21.54,0.988,162.121,90.383
2025-08-21T04:40:00,24.093,0.996,217.857,150.68
2025-08-21T04:45:00,20.972,1.003,188.335,113.063
2025-08-21T04:50:00,28.226,1.006,2033.588,134.623
2025-08-21T04:55:00,21.017,0.957,153.254,103.929
2025-08-21T05:00:00,26.777,0.936,564.452,165.478
2025-08-21T05:05:00,25.694,1.003,357.545,136.339
2025-08-21T05:10:00,22.916,1.002,1118.746,163.549
2025-08-21T05:15:00,24.694,0.9,144.841,141.827
2025-08-21T05:20:00,15.213,1.006,95.529,36.134
2025-08-21T05:25:00,21.633,0.999,142.756,90.356
2025-08-21T05:30:00,23.909,1.005,180.436,78.169
2025-08-21T05:35:00,30.328,1.002,626.825,235.146
2025-08-21T05:40:00,24.926,0.994,647.166,453.284
2025-08-21T05:45:00,24.711,1.002,208.825,137.905
2025-08-21T05:50:00,27.969,1.004,294.055,136.705
2025-08-21T21:40:00,31.805,0.891,751.753,194.795
2025-08-21T21:45:00,26.297,0.986,162.996,154.135
2025-08-21T21:50:00,25.771,0.983,56.436,139.135
2025-08-21T21:55:00,29.21,0.992,553.436,183.688
2025-08-21T22:00:00,21.125,0.976,284.702,65.533
2025-08-21T22:05:00,18.849,1.004,64.569,64.222
2025-08-21T22:10:00,17.767,0.996,714.947,111.649
2025-08-21T22:15:00,19.588,1.002,90.205,76.48
2025-08-21T22:20:00,15.293,0.979,62.98,36.676
2025-08-21T22:25:00,24.565,1.003,99.309,117.396
2025-08-21T22:30:00,22.005,0.981,181.764,117.888
2025-08-21T22:35:00,20.561,1.002,74.621,66.739
