timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-18T21:45:00,21.232,0.992,86.405,64.72
2025-08-18T21:50:00,13.949,0.979,53.431,39.31
2025-08-18T21:55:00,14.283,0.98,226.705,35.84
2025-08-18T22:00:00,14.969,0.996,48.469,40.569
2025-08-18T22:05:00,16.74,0.99,33.808,46.986
2025-08-18T22:10:00,14.05,0.956,59.548,37.756
2025-08-18T22:15:00,18.003,0.99,47.976,45.829
2025-08-18T22:20:00,28.292,0.989,49.313,79.359
2025-08-18T22:25:00,29.641,1.004,59.898,79.149
2025-08-18T22:30:00,18.624,0.939,104.142,28.431
2025-08-18T22:35:00,14.675,1.003,82.395,48.452
2025-08-18T22:40:00,13.113,0.984,123.993,42.637
2025-08-18T22:45:00,16.826,0.985,5529.696,203.989
2025-08-18T22:50:00,15.943,0.961,220.985,134.26
2025-08-18T22:55:00,17.81,0.934,623.095,212.41
2025-08-18T23:00:00,15.432,0.99,2420.616,461.527
2025-08-18T23:05:00,19.374,0.998,45.502,68.253
2025-08-18T23:10:00,24.505,0.995,119.06,131.871
2025-08-18T23:15:00,25.564,0.996,110.208,116.57
2025-08-18T23:20:00,24.554,1.005,77.587,116.926
2025-08-18T23:25:00,24.484,1.004,2737.24,206.074
2025-08-18T23:30:00,23.523,0.958,65.526,89.509
2025-08-18T23:35:00,14.38,0.943,679.921,64.462
2025-08-18T23:40:00,17.223,0.969,171.706,74.94
2025-08-18T23:45:00,16.108,0.985,492.226,35.291
2025-08-18T23:50:00,43.997,0.975,1259.158,237.746
2025-08-18T23:55:00,51.407,0.987,179.668,199.183
