timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-06T00:20:00,24.989,0.779,180.247,97.64
2025-08-06T00:25:00,47.55,0.971,167.939,333.208
2025-08-06T00:30:00,12.483,0.935,22.296,22.505
2025-08-06T00:35:00,10.62,0.937,23.323,12.937
2025-08-06T00:40:00,11.902,1.002,21.903,17.463
2025-08-06T00:45:00,11.731,1.001,26.785,18.408
2025-08-06T00:50:00,9.976,1.003,33.277,16.373
2025-08-06T00:55:00,8.074,0.931,17.238,11.524
2025-08-06T01:00:00,10.874,0.963,45.391,25.744
2025-08-06T01:05:00,8.823,0.969,21.942,18.206
2025-08-06T01:10:00,25.202,0.991,246.975,287.749
2025-08-06T01:15:00,12.361,0.949,12.625,18.641
2025-08-06T01:20:00,15.325,0.909,49.279,34.854
2025-08-06T01:25:00,12.575,0.949,39.957,18.828
2025-08-06T01:30:00,14.184,0.999,198.747,47.655
2025-08-06T01:35:00,14.989,0.993,252.094,72.19
2025-08-06T01:40:00,14.985,0.985,184.852,56.851
2025-08-06T01:45:00,16.849,0.995,285.436,85.378
2025-08-06T01:50:00,18.42,0.996,314.727,87.164
2025-08-06T01:55:00,17.112,0.981,250.989,51.361
2025-08-06T02:00:00,19.261,0.989,330.855,67.296
2025-08-06T02:05:00,18.771,0.993,177.603,54.673
2025-08-06T02:10:00,18.714,0.961,251.768,44.108
2025-08-06T02:15:00,16.565,0.963,379.261,49.631
2025-08-06T02:20:00,14.669,0.984,281.154,43.633
2025-08-06T02:25:00,11.488,0.908,150.274,21.057
2025-08-06T02:30:00,11.927,0.935,114.624,22.186
2025-08-06T02:35:00,18.623,0.957,221.226,75.39
2025-08-06T02:40:00,13.358,0.992,160.99,33.501
2025-08-06T02:45:00,14.401,0.963,131.689,36.783
2025-08-06T02:50:00,15.631,0.942,119.303,33.874
2025-08-06T02:55:00,18.939,0.957,200.023,50.153
2025-08-06T03:00:00,17.308,0.977,199.006,44.929
2025-08-06T03:15:00,21.333,0.883,90.552,50.3
2025-08-06T03:20:00,20.29,0.726,120.369,61.142
2025-08-06T03:25:00,23.671,0.932,133.192,122.286
2025-08-06T03:30:00,22.674,0.973,137.708,92.309
2025-08-06T03:35:00,19.333,0.906,2606.691,309.922
2025-08-06T03:40:00,19.742,0.745,202.686,49.471
2025-08-06T03:45:00,19.521,0.884,29.97,102.347
2025-08-06T03:50:00,18.128,1.005,47.92,55.01
2025-08-06T03:55:00,16.649,0.984,54.74,56.943
2025-08-06T04:00:00,13.904,1.002,17.685,51.227
2025-08-06T04:05:00,14.452,1.003,77.494,48.364
2025-08-06T04:10:00,15.039,0.951,92.636,43.406
2025-08-06T04:15:00,33.857,0.955,93.15,290.38
2025-08-06T04:20:00,21.577,0.98,99.21,116.779
2025-08-06T04:25:00,19.573,0.95,89.215,108.909
2025-08-06T04:30:00,17.935,0.917,134.506,40.847
2025-08-06T04:35:00,20.417,0.832,359.272,92.384
2025-08-06T04:40:00,14.318,0.937,121.576,64.011
2025-08-06T04:45:00,13.166,0.963,123.56,39.465
2025-08-06T04:50:00,11.749,1.004,89.496,35.091
2025-08-06T04:55:00,10.431,0.926,40.664,22.178
2025-08-06T05:00:00,12.348,0.862,173.013,20.543
2025-08-06T05:05:00,17.223,0.905,272.537,227.11
2025-08-06T05:15:00,32.559,0.709,2728.053,236.072
2025-08-06T05:20:00,12.404,0.814,173.152,42.715
2025-08-06T05:25:00,17.275,0.905,50.519,40.025
2025-08-06T05:30:00,15.656,0.969,38.896,43.98
2025-08-06T05:35:00,15.222,0.986,59.372,39.152
2025-08-06T05:40:00,14.662,0.966,66.725,49.863
2025-08-06T05:45:00,13.916,0.952,178.165,41.321
2025-08-06T05:50:00,21.269,0.829,227.387,67.149
2025-08-06T05:55:00,16.482,0.955,996.037,251.68
2025-08-06T06:00:00,16.266,0.904,138.093,82.493
2025-08-06T06:05:00,13.668,0.981,80.753,43.594
2025-08-06T06:20:00,25.522,0.905,118.308,128.644
2025-08-06T06:25:00,16.076,0.965,84.452,58.363
2025-08-06T06:30:00,30.944,0.891,383.225,218.28
2025-08-06T06:35:00,22.012,0.861,158.324,119.249
2025-08-06T06:40:00,19.772,0.929,679.952,115.164
2025-08-06T06:45:00,21.439,0.915,89.428,91.43
2025-08-06T06:50:00,16.922,0.898,90.716,61.736
2025-08-06T06:55:00,14.972,0.973,70.513,45.504
2025-08-06T07:00:00,13.33,0.924,50.442,31.856
2025-08-06T07:05:00,11.903,0.967,45.686,30.41
2025-08-06T07:10:00,13.757,0.993,80.122,37.05
2025-08-06T07:15:00,11.253,0.968,46.858,26.985
2025-08-06T07:20:00,15.786,0.966,84.8,35.666
2025-08-06T07:25:00,31.406,0.837,163.795,217.639
2025-08-06T07:30:00,23.209,0.933,115.746,111.222
2025-08-06T07:35:00,16.484,0.951,122.71,44.83
