timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-22T00:00:00,38.393,0.909,325.574,250.791
2025-08-22T00:05:00,34.017,1.003,304.692,241.858
2025-08-22T00:10:00,36.274,1.004,196.821,313.932
2025-08-22T00:15:00,41.365,0.971,171.54,286.004
2025-08-22T00:20:00,17.636,0.983,305.146,43.405
2025-08-22T00:25:00,23.509,0.939,855.98,103.241
2025-08-22T00:30:00,27.572,0.983,230.78,137.002
2025-08-22T00:35:00,26.968,1.004,73.952,132.954
2025-08-22T00:40:00,28.937,1.001,1638.721,325.081
2025-08-22T00:45:00,25.406,0.862,766.243,93.965
2025-08-22T00:50:00,20.052,0.998,539.933,74.151
2025-08-22T00:55:00,20.353,1.002,442.547,68.604
2025-08-22T01:00:00,17.771,1.003,28.589,49.613
2025-08-22T01:05:00,20.081,1.005,32.47,54.935
2025-08-22T01:20:00,18.406,1.007,42.867,52.601
2025-08-22T01:25:00,17.905,1.003,16.341,52.539
2025-08-22T01:30:00,18.685,1.004,44.494,60.973
2025-08-22T01:35:00,18.122,0.997,25.887,49.593
2025-08-22T01:40:00,19.46,1.004,47.452,46.321
2025-08-22T01:45:00,18.756,1.002,46.471,56.936
2025-08-22T01:50:00,18.813,1.005,109.77,62.497
2025-08-22T01:55:00,18.533,1.002,51.898,63.605
2025-08-22T02:00:00,19.115,0.998,56.427,56.624
2025-08-22T02:05:00,25.08,0.846,585.182,54.888
2025-08-22T02:10:00,37.972,0.982,995.794,403.604
2025-08-22T02:15:00,48.426,1.003,1398.557,922.724
2025-08-22T02:20:00,48.865,0.997,1123.958,886.887
2025-08-22T02:25:00,59.686,0.99,2137.09,1404.567
2025-08-22T02:30:00,39.512,1.003,1031.004,691.614
2025-08-22T02:35:00,29.395,0.999,980.193,253.91
2025-08-22T02:40:00,43.945,1.002,328.53,316.208
2025-08-22T02:45:00,39.954,1.003,1115.34,435.336
2025-08-22T02:50:00,27.68,1.007,321.078,204.413
2025-08-22T02:55:00,45.181,0.988,3000.102,417.38
2025-08-22T03:00:00,27.092,0.988,472.416,332.184
2025-08-22T03:05:00,28.537,0.987,256.61,92.808
2025-08-22T03:10:00,17.903,0.997,19.413,47.523
2025-08-22T03:15:00,24.698,1.004,241.789,162.141
2025-08-22T03:20:00,24.419,0.964,384.89,114.055
2025-08-22T03:25:00,26.29,0.968,1717.905,197.386
2025-08-22T03:30:00,23.162,1.004,1007.242,192.805
2025-08-22T03:35:00,26.484,0.966,275.026,121.175
2025-08-22T03:40:00,38.578,0.956,1216.02,432.289
2025-08-22T03:45:00,32.279,1.006,1067.372,283.347
2025-08-22T03:50:00,32.013,0.99,1090.782,251.409
2025-08-22T03:55:00,47.982,0.989,1251.024,573.523
2025-08-22T04:00:00,38.937,0.944,1647.363,427.739
2025-08-22T04:05:00,18.686,0.99,57.518,38.056
2025-08-22T04:10:00,18.856,0.96,2504.731,143.43
2025-08-22T04:15:00,17.996,1.006,27.414,46.995
2025-08-22T04:20:00,17.372,0.991,42.231,56.266
2025-08-22T04:25:00,16.997,1.006,25.322,44.776
2025-08-22T04:30:00,19.058,0.972,56.613,63.278
2025-08-22T04:35:00,18.026,1.001,24.579,38.338
2025-08-22T04:40:00,24.393,0.975,227.64,101.387
2025-08-22T04:45:00,18.978,0.996,54.84,46.092
2025-08-22T04:50:00,19.12,1.005,73.873,55.678
2025-08-22T04:55:00,19.173,0.956,58.41,51.296
2025-08-22T21:45:00,56.984,0.908,3933.898,785.132
2025-08-22T21:50:00,48.155,0.791,139.582,376.081
2025-08-22T21:55:00,17.252,0.995,89.174,62.845
2025-08-22T22:00:00,16.493,1.005,82.262,50.434
2025-08-22T22:05:00,14.514,1.003,48.777,42.006
2025-08-22T22:10:00,13.087,0.961,47.623,27.533
2025-08-22T22:15:00,17.639,1.005,137.597,68.079
2025-08-22T22:20:00,14.677,0.707,80.923,22.696
2025-08-22T22:25:00,16.701,1.001,54.593,47.756
2025-08-22T22:30:00,26.125,1.003,4747.652,367.283
2025-08-22T22:35:00,22.78,1.004,100.114,101.885
2025-08-22T22:40:00,29.152,1.003,72.136,113.999
2025-08-22T22:45:00,45.047,1.002,1069.494,282.988
2025-08-22T22:50:00,55.485,1.004,1131.959,610.027
2025-08-22T22:55:00,54.05,0.868,2076.36,397.772
2025-08-22T23:00:00,77.981,0.982,1989.598,1167.328
2025-08-22T23:05:00,15.201,0.951,89.766,47.241
2025-08-22T23:10:00,12.703,0.981,264.931,32.942
2025-08-22T23:15:00,14.926,0.994,232.252,37.997
2025-08-22T23:20:00,13.906,0.988,72.523,32.239
2025-08-22T23:25:00,13.547,0.998,25.176,21.506
2025-08-22T23:30:00,12.414,0.998,34.699,19.167
2025-08-22T23:35:00,10.765,0.919,120.394,11.994
2025-08-22T23:40:00,17.646,1.001,1790.486,125.856
2025-08-22T23:45:00,13.077,0.964,370.396,61.454
2025-08-22T23:50:00,84.026,0.922,595.473,686.207
2025-08-22T23:55:00,95.261,0.94,204.439,392.744
