timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-27T02:10:00,54.137,0.842,1961.916,693.51
2025-08-27T02:15:00,60.567,0.916,1947.465,815.685
2025-08-27T02:20:00,63.994,0.969,1548.027,878.278
2025-08-27T02:25:00,61.552,0.985,1327.773,749.715
2025-08-27T02:30:00,31.111,0.976,910.474,181.265
2025-08-27T02:35:00,45.938,0.875,1443.96,316.8
2025-08-27T02:40:00,32.93,0.908,1439.493,185.354
2025-08-27T02:45:00,51.263,0.935,1101.152,540.231
2025-08-27T02:50:00,40.492,0.886,1939.512,482.348
2025-08-27T02:55:00,39.344,0.975,1891.253,856.591
2025-08-27T03:00:00,44.029,0.977,395.833,420.043
2025-08-27T03:05:00,52.011,0.929,933.825,556.533
2025-08-27T03:10:00,47.517,0.944,508.785,452.488
2025-08-27T03:15:00,40.281,1.005,1131.087,384.747
2025-08-27T03:20:00,41.119,0.956,256.496,358.397
2025-08-27T03:25:00,56.088,0.878,1506.188,459.466
2025-08-27T03:30:00,53.673,1.005,594.95,559.102
2025-08-27T03:35:00,63.084,0.935,497.927,1071.846
2025-08-27T03:40:00,54.513,0.889,373.679,597.042
2025-08-27T03:45:00,52.764,0.856,491.431,549.801
2025-08-27T03:50:00,55.246,0.905,254.201,652.81
2025-08-27T03:55:00,49.601,0.831,1965.857,623.136
2025-08-27T04:00:00,62.566,1.003,866.085,1001.157
2025-08-27T04:05:00,62.762,1.003,1676.082,894.994
2025-08-27T04:10:00,61.015,1.005,438.891,917.489
2025-08-27T04:15:00,29.077,0.963,493.507,170.727
2025-08-27T04:20:00,37.568,0.891,386.183,191.498
2025-08-27T04:25:00,38.648,0.851,1202.274,297.335
2025-08-27T04:30:00,32.009,0.737,1094.331,221.179
2025-08-27T04:35:00,39.865,0.888,1039.78,405.784
2025-08-27T04:40:00,41.247,0.897,663.682,421.653
2025-08-27T04:45:00,39.271,0.914,1362.316,206.496
2025-08-27T04:50:00,47.997,0.956,2731.357,485.747
2025-08-27T04:55:00,58.057,0.944,2342.205,599.73
2025-08-27T05:00:00,62.336,0.948,3006.564,628.029
2025-08-27T05:05:00,60.483,0.938,2625.61,722.93
2025-08-27T05:10:00,61.707,0.902,3714.237,663.349
2025-08-27T05:15:00,61.902,0.931,3168.922,710.426
2025-08-27T05:20:00,66.518,0.967,2834.037,978.452
2025-08-27T05:25:00,69.992,0.985,2975.225,1107.27
2025-08-27T05:30:00,61.004,0.902,2729.072,702.591
2025-08-27T05:35:00,64.538,0.965,1630.286,977.542
2025-08-27T05:40:00,65.013,0.862,1070.839,1121.768
2025-08-27T05:45:00,64.178,0.984,2364.865,942.255
2025-08-27T05:50:00,54.082,0.978,2134.006,747.19
2025-08-27T05:55:00,45.067,0.975,1646.604,405.857
2025-08-27T06:00:00,55.216,0.884,1204.312,676.196
2025-08-27T06:05:00,51.978,0.905,1978.654,622.618
2025-08-27T06:10:00,37.419,0.942,1510.156,226.47
2025-08-27T06:15:00,37.382,1.001,800.925,224.32
2025-08-27T06:20:00,49.5,0.839,1868.243,659.081
2025-08-27T06:25:00,58.782,0.964,5953.962,565.921
2025-08-27T06:30:00,53.153,0.887,2956.917,728.457
2025-08-27T06:35:00,48.33,0.929,914.107,252.427
2025-08-27T06:40:00,53.876,1.001,1567.913,718.591
2025-08-27T06:45:00,55.091,0.967,1995.286,797.085
2025-08-27T06:50:00,51.444,1.003,377.625,637.714
2025-08-27T06:55:00,50.136,1.001,430.141,630.501
2025-08-27T07:00:00,54.906,0.875,973.308,746.133
2025-08-27T07:05:00,63.345,0.778,2192.29,604.07
2025-08-27T07:10:00,64.661,0.913,1193.742,790.923
2025-08-27T07:15:00,71.067,0.946,4179.717,852.144
2025-08-27T07:20:00,65.592,0.966,3175.074,835.019
2025-08-27T07:25:00,63.086,0.953,2689.643,878.934
2025-08-27T07:30:00,61.61,0.982,320.951,1023.863
2025-08-27T07:35:00,56.864,1.004,726.689,792.375
2025-08-27T07:40:00,63.994,0.998,443.535,807.232
2025-08-27T07:45:00,57.161,0.997,223.931,700.112
2025-08-27T07:50:00,60.163,0.889,1648.656,660.388
2025-08-27T07:55:00,62.0,0.996,2942.982,1572.047
2025-08-27T08:00:00,59.082,0.9,3332.133,1126.043
2025-08-27T08:05:00,65.926,0.944,3907.257,1172.925
2025-08-27T08:10:00,53.421,0.739,1456.116,421.513
2025-08-27T08:15:00,59.485,0.973,2977.305,656.418
2025-08-27T08:20:00,58.733,0.945,1243.841,806.287
