timestamp,rmssd,coverage,low_frequency,high_frequency
2025-08-10T20:45:00,25.489,0.738,142.212,110.96
2025-08-10T20:50:00,25.422,0.936,70.088,110.32
2025-08-10T20:55:00,23.468,0.986,52.054,111.949
2025-08-10T21:00:00,23.098,1.002,76.078,122.625
2025-08-10T21:05:00,22.727,1.002,129.922,98.547
2025-08-10T21:10:00,24.091,1.003,65.797,126.573
2025-08-10T21:15:00,27.297,0.96,108.714,100.133
2025-08-10T21:20:00,21.204,0.919,238.955,70.536
2025-08-10T21:25:00,22.961,1.002,262.328,108.923
2025-08-10T21:30:00,27.2,0.979,244.931,142.993
2025-08-10T21:35:00,26.289,0.983,88.008,125.131
2025-08-10T21:40:00,27.865,1.004,164.7,140.63
2025-08-10T21:45:00,26.132,0.992,323.021,110.079
2025-08-10T21:50:00,27.106,0.982,88.583,131.174
2025-08-10T21:55:00,36.896,0.991,74.459,266.7
2025-08-10T22:00:00,40.786,0.993,138.215,387.784
2025-08-10T22:05:00,10.352,1.003,39.793,19.034
2025-08-10T22:10:00,22.479,0.937,761.192,95.736
2025-08-10T22:15:00,25.258,1.0,404.276,84.36
2025-08-10T22:20:00,24.441,1.001,495.147,118.673
2025-08-10T22:25:00,26.744,1.004,829.023,102.979
2025-08-10T22:30:00,30.345,0.995,277.592,168.905
2025-08-10T22:35:00,21.893,0.942,188.05,63.57
2025-08-10T22:40:00,23.43,1.003,119.756,160.12
2025-08-10T22:45:00,25.979,1.002,427.692,103.08
2025-08-10T22:50:00,12.754,0.909,159.381,34.824
2025-08-10T22:55:00,15.643,1.003,328.422,51.377
2025-08-10T23:00:00,28.647,1.0,137.246,182.901
2025-08-10T23:05:00,28.169,1.001,477.628,167.905
2025-08-10T23:10:00,36.676,0.992,307.656,341.042
2025-08-10T23:15:00,37.864,0.996,325.554,339.542
2025-08-10T23:20:00,34.477,0.971,168.933,314.484
2025-08-10T23:25:00,33.209,1.004,467.126,191.325
2025-08-10T23:30:00,38.339,0.942,196.946,295.194
2025-08-10T23:35:00,28.623,0.98,281.05,189.392
2025-08-10T23:40:00,42.862,0.97,118.689,475.365
2025-08-10T23:45:00,39.759,0.973,220.013,292.656
2025-08-10T23:50:00,42.321,1.003,98.503,465.123
2025-08-10T23:55:00,27.204,0.921,214.37,149.633
