timestamp,latitude,longitude,altitude,data source
2025-08-03T02:15:53Z,13.721075,100.491153,-63.5,Sense 2
2025-08-03T02:16:07Z,13.720935,100.490963,-31.199,Sense 2
2025-08-03T02:16:08Z,13.720940,100.490980,-38.3,Sense 2
2025-08-03T02:16:09Z,13.720942,100.490973,-39.5,Sense 2
2025-08-03T02:16:16Z,13.720963,100.490940,5.099,Sense 2
2025-08-03T02:16:17Z,13.720958,100.490922,21.999,Sense 2
2025-08-03T02:16:22Z,13.720978,100.490907,14.099,Sense 2
2025-08-03T02:16:23Z,13.720982,100.490885,8.0,Sense 2
2025-08-03T02:16:24Z,13.720987,100.490862,5.6,Sense 2
2025-08-03T02:16:25Z,13.720987,100.490858,5.3,Sense 2
2025-08-03T02:16:26Z,13.720987,100.490857,4.3,Sense 2
2025-08-03T02:16:27Z,13.720995,100.490852,4.6,Sense 2
2025-08-03T02:16:28Z,13.720992,100.490848,4.3,Sense 2
2025-08-03T02:16:35Z,13.720968,100.490852,3.099,Sense 2
2025-08-03T02:16:36Z,13.720955,100.490865,1.999,Sense 2
2025-08-03T02:16:37Z,13.720940,100.490870,0.499,Sense 2
2025-08-03T02:16:38Z,13.720932,100.490875,-0.1,Sense 2
2025-08-03T02:16:39Z,13.720918,100.490885,-0.4,Sense 2
2025-08-03T02:16:40Z,13.720908,100.490898,0.299,Sense 2
2025-08-03T02:16:41Z,13.720903,100.490903,0.499,Sense 2
2025-08-03T02:16:42Z,13.720900,100.490907,0.299,Sense 2
2025-08-03T02:16:43Z,13.720903,100.490903,0.799,Sense 2
2025-08-03T02:16:44Z,13.720903,100.490903,1.299,Sense 2
2025-08-03T02:16:45Z,13.720903,100.490893,1.099,Sense 2
2025-08-03T02:16:46Z,13.720905,100.490890,1.099,Sense 2
2025-08-03T02:16:47Z,13.720908,100.490885,0.8,Sense 2
2025-08-03T02:16:48Z,13.720908,100.490883,1.1,Sense 2
2025-08-03T02:16:49Z,13.720913,100.490880,1.1,Sense 2
2025-08-03T02:16:50Z,13.720913,100.490880,1.1,Sense 2
2025-08-03T02:16:51Z,13.720913,100.490880,1.5,Sense 2
2025-08-03T02:16:52Z,13.720913,100.490875,1.1,Sense 2
2025-08-03T02:16:53Z,13.720913,100.490875,0.5,Sense 2
2025-08-03T02:16:54Z,13.720913,100.490875,-0.399,Sense 2
2025-08-03T02:16:55Z,13.720905,100.490883,-1.099,Sense 2
2025-08-03T02:16:56Z,13.720903,100.490885,-1.6,Sense 2
2025-08-03T02:16:57Z,13.720903,100.490883,-2.6,Sense 2
