timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2025-07-14T20:55:00Z,34.176,0.0,Fitbit App
2025-07-14T21:00:00Z,45.039,0.0,Fitbit App
2025-07-14T21:05:00Z,43.182,0.0,Fitbit App
2025-07-14T21:10:00Z,29.246,0.0,Fitbit App
2025-07-14T21:15:00Z,26.02,0.0,Fitbit App
2025-07-14T21:20:00Z,25.691,0.0,Fitbit App
2025-07-14T21:25:00Z,24.731,0.0,Fitbit App
2025-07-14T21:30:00Z,19.124,0.0,Fitbit App
2025-07-14T21:35:00Z,22.001,0.0,Fitbit App
2025-07-14T21:40:00Z,22.874,0.0,Fitbit App
2025-07-14T21:45:00Z,19.788,0.0,Fitbit App
2025-07-14T21:50:00Z,17.137,0.0,Fitbit App
2025-07-14T21:55:00Z,13.653,0.0,Fitbit App
2025-07-14T22:00:00Z,16.22,0.0,Fitbit App
2025-07-14T22:05:00Z,14.564,0.0,Fitbit App
2025-07-14T22:10:00Z,19.484,0.0,Fitbit App
2025-07-14T22:15:00Z,23.434,0.0,Fitbit App
2025-07-14T22:20:00Z,21.691,0.0,Fitbit App
2025-07-14T22:25:00Z,20.948,0.0,Fitbit App
2025-07-14T22:30:00Z,21.999,0.0,Fitbit App
2025-07-14T22:35:00Z,17.862,0.0,Fitbit App
2025-07-14T22:40:00Z,21.833,0.0,Fitbit App
2025-07-14T22:45:00Z,30.095,0.0,Fitbit App
2025-07-14T22:50:00Z,28.145,0.0,Fitbit App
2025-07-14T22:55:00Z,31.433,0.0,Fitbit App
2025-07-14T23:00:00Z,28.792,0.0,Fitbit App
2025-07-14T23:05:00Z,29.973,0.0,Fitbit App
2025-07-14T23:10:00Z,36.863,0.0,Fitbit App
2025-07-14T23:15:00Z,38.27,0.0,Fitbit App
2025-07-14T23:20:00Z,40.369,0.0,Fitbit App
2025-07-14T23:25:00Z,49.423,0.0,Fitbit App
2025-07-14T23:30:00Z,46.886,0.0,Fitbit App
2025-07-14T23:35:00Z,53.306,0.0,Fitbit App
2025-07-14T23:40:00Z,52.284,0.0,Fitbit App
2025-07-14T23:45:00Z,48.778,0.0,Fitbit App
2025-07-14T23:50:00Z,51.12,0.0,Fitbit App
2025-07-14T23:55:00Z,47.226,0.0,Fitbit App
2025-07-15T00:00:00Z,36.61,0.0,Fitbit App
2025-07-15T00:05:00Z,34.672,0.0,Fitbit App
2025-07-15T00:10:00Z,38.646,0.0,Fitbit App
2025-07-15T00:15:00Z,30.298,0.0,Fitbit App
2025-07-15T00:20:00Z,39.796,0.0,Fitbit App
2025-07-15T00:25:00Z,41.39,0.0,Fitbit App
2025-07-15T00:30:00Z,32.914,0.0,Fitbit App
2025-07-15T00:35:00Z,42.85,0.0,Fitbit App
2025-07-15T00:40:00Z,49.531,0.0,Fitbit App
2025-07-15T00:45:00Z,56.349,0.0,Fitbit App
2025-07-15T00:50:00Z,47.71,0.0,Fitbit App
2025-07-15T00:55:00Z,48.874,0.0,Fitbit App
2025-07-15T01:00:00Z,51.414,0.0,Fitbit App
2025-07-15T01:05:00Z,55.924,0.0,Fitbit App
2025-07-15T01:10:00Z,62.562,0.0,Fitbit App
2025-07-15T01:15:00Z,56.663,0.0,Fitbit App
2025-07-15T01:20:00Z,55.647,0.0,Fitbit App
2025-07-15T01:25:00Z,57.328,0.0,Fitbit App
2025-07-15T01:30:00Z,107.94,0.0,Fitbit App
2025-07-15T01:35:00Z,73.631,0.0,Fitbit App
2025-07-15T01:40:00Z,33.786,0.0,Fitbit App
2025-07-15T01:45:00Z,61.3,0.0,Fitbit App
2025-07-15T01:50:00Z,30.584,0.0,Fitbit App
2025-07-15T01:55:00Z,32.571,0.0,Fitbit App
2025-07-15T02:00:00Z,34.067,0.0,Fitbit App
2025-07-15T02:05:00Z,28.207,0.0,Fitbit App
2025-07-15T02:10:00Z,57.319,0.0,Fitbit App
2025-07-15T02:15:00Z,45.528,0.0,Fitbit App
2025-07-15T02:20:00Z,38.012,0.0,Fitbit App
2025-07-15T02:25:00Z,32.966,0.0,Fitbit App
2025-07-15T02:30:00Z,36.526,0.0,Fitbit App
2025-07-15T02:35:00Z,29.213,0.0,Fitbit App
2025-07-15T02:40:00Z,30.703,0.0,Fitbit App
2025-07-15T02:45:00Z,35.796,0.0,Fitbit App
2025-07-15T02:50:00Z,40.123,0.0,Fitbit App
2025-07-15T02:55:00Z,40.591,0.0,Fitbit App
2025-07-15T03:00:00Z,44.128,0.0,Fitbit App
2025-07-15T03:05:00Z,49.8,0.0,Fitbit App
2025-07-15T03:20:00Z,56.006,0.0,Fitbit App
2025-07-15T03:25:00Z,34.443,0.0,Fitbit App
2025-07-15T03:30:00Z,22.236,0.0,Fitbit App
2025-07-15T03:35:00Z,25.479,0.0,Fitbit App
2025-07-15T03:40:00Z,30.401,0.0,Fitbit App
2025-07-15T03:45:00Z,26.803,0.0,Fitbit App
2025-07-15T03:50:00Z,40.535,0.0,Fitbit App
2025-07-15T03:55:00Z,34.753,0.0,Fitbit App
2025-07-15T04:00:00Z,42.854,0.0,Fitbit App
2025-07-15T04:05:00Z,50.717,0.0,Fitbit App
2025-07-15T04:10:00Z,34.611,0.0,Fitbit App
2025-07-15T04:15:00Z,35.473,0.0,Fitbit App
2025-07-15T04:20:00Z,31.709,0.0,Fitbit App
2025-07-15T04:30:00Z,42.377,0.0,Fitbit App
2025-07-15T04:35:00Z,37.586,0.0,Fitbit App
2025-07-15T04:40:00Z,35.501,0.0,Fitbit App
2025-07-15T04:45:00Z,37.047,0.0,Fitbit App
2025-07-15T04:50:00Z,25.343,0.0,Fitbit App
2025-07-15T04:55:00Z,47.689,0.0,Fitbit App
2025-07-15T05:00:00Z,20.815,0.0,Fitbit App
2025-07-15T05:05:00Z,30.018,0.0,Fitbit App
2025-07-15T05:10:00Z,22.659,0.0,Fitbit App
2025-07-15T05:15:00Z,26.876,0.0,Fitbit App
2025-07-15T21:45:00Z,33.828,0.0,Fitbit App
2025-07-15T21:50:00Z,31.006,0.0,Fitbit App
2025-07-15T21:55:00Z,25.607,0.0,Fitbit App
2025-07-15T22:00:00Z,21.56,0.0,Fitbit App
2025-07-15T22:05:00Z,19.908,0.0,Fitbit App
2025-07-15T22:10:00Z,18.022,0.0,Fitbit App
2025-07-15T22:15:00Z,18.052,0.0,Fitbit App
2025-07-15T22:20:00Z,16.767,0.0,Fitbit App
2025-07-15T22:25:00Z,18.58,0.0,Fitbit App
2025-07-15T22:30:00Z,18.547,0.0,Fitbit App
2025-07-15T22:35:00Z,19.4,0.0,Fitbit App
2025-07-15T22:40:00Z,17.216,0.0,Fitbit App
2025-07-15T22:45:00Z,17.74,0.0,Fitbit App
2025-07-15T22:50:00Z,20.484,0.0,Fitbit App
2025-07-15T22:55:00Z,18.25,0.0,Fitbit App
2025-07-15T23:00:00Z,21.985,0.0,Fitbit App
2025-07-15T23:05:00Z,15.941,0.0,Fitbit App
2025-07-15T23:10:00Z,20.939,0.0,Fitbit App
2025-07-15T23:15:00Z,19.637,0.0,Fitbit App
2025-07-15T23:20:00Z,13.472,0.0,Fitbit App
2025-07-15T23:25:00Z,15.255,0.0,Fitbit App
2025-07-15T23:30:00Z,13.178,0.0,Fitbit App
2025-07-15T23:35:00Z,17.276,0.0,Fitbit App
2025-07-15T23:40:00Z,12.818,0.0,Fitbit App
2025-07-15T23:45:00Z,12.292,0.0,Fitbit App
2025-07-15T23:50:00Z,13.701,0.0,Fitbit App
2025-07-15T23:55:00Z,31.931,0.0,Fitbit App
2025-07-16T00:00:00Z,42.048,0.0,Fitbit App
2025-07-16T00:05:00Z,20.052,0.0,Fitbit App
2025-07-16T00:10:00Z,45.552,0.0,Fitbit App
2025-07-16T00:15:00Z,23.678,0.0,Fitbit App
2025-07-16T00:20:00Z,21.835,0.0,Fitbit App
2025-07-16T00:25:00Z,32.014,0.0,Fitbit App
2025-07-16T00:30:00Z,39.197,0.0,Fitbit App
2025-07-16T00:35:00Z,34.567,0.0,Fitbit App
2025-07-16T00:40:00Z,49.741,0.0,Fitbit App
2025-07-16T00:45:00Z,57.702,0.0,Fitbit App
2025-07-16T00:50:00Z,65.133,0.0,Fitbit App
2025-07-16T00:55:00Z,38.61,0.0,Fitbit App
2025-07-16T01:00:00Z,32.854,0.0,Fitbit App
2025-07-16T01:05:00Z,38.187,0.0,Fitbit App
2025-07-16T01:10:00Z,32.895,0.0,Fitbit App
2025-07-16T01:15:00Z,33.047,0.0,Fitbit App
2025-07-16T01:20:00Z,35.159,0.0,Fitbit App
2025-07-16T01:25:00Z,47.737,0.0,Fitbit App
2025-07-16T01:30:00Z,34.998,0.0,Fitbit App
2025-07-16T01:35:00Z,28.72,0.0,Fitbit App
2025-07-16T01:40:00Z,68.071,0.0,Fitbit App
2025-07-16T01:45:00Z,84.294,0.0,Fitbit App
2025-07-16T01:50:00Z,57.219,0.0,Fitbit App
2025-07-16T01:55:00Z,42.842,0.0,Fitbit App
2025-07-16T02:00:00Z,31.054,0.0,Fitbit App
2025-07-16T02:05:00Z,27.128,0.0,Fitbit App
2025-07-16T02:10:00Z,31.418,0.0,Fitbit App
2025-07-16T02:15:00Z,31.712,0.0,Fitbit App
2025-07-16T02:20:00Z,28.847,0.0,Fitbit App
2025-07-16T02:25:00Z,26.114,0.0,Fitbit App
2025-07-16T02:30:00Z,28.421,0.0,Fitbit App
2025-07-16T02:35:00Z,31.03,0.0,Fitbit App
2025-07-16T02:40:00Z,48.002,0.0,Fitbit App
2025-07-16T02:45:00Z,39.478,0.0,Fitbit App
2025-07-16T02:50:00Z,44.03,0.0,Fitbit App
2025-07-16T02:55:00Z,48.051,0.0,Fitbit App
2025-07-16T03:00:00Z,44.495,0.0,Fitbit App
2025-07-16T03:05:00Z,65.051,0.0,Fitbit App
2025-07-16T03:10:00Z,46.524,0.0,Fitbit App
2025-07-16T03:15:00Z,55.166,0.0,Fitbit App
