start time,end time,data source
2025-08-27T01:33:00Z,2025-08-27T02:03:00Z,Fitbit App
2025-08-27T02:15:00Z,2025-08-27T02:40:00Z,Fitbit App
2025-08-27T03:06:00Z,2025-08-27T04:07:00Z,Fitbit App
2025-08-27T04:08:00Z,2025-08-27T04:28:00Z,Fitbit App
2025-08-27T04:38:00Z,2025-08-27T05:40:00Z,Fitbit App
2025-08-27T05:47:00Z,2025-08-27T05:59:00Z,Fitbit App
2025-08-27T06:24:00Z,2025-08-27T06:42:00Z,Fitbit App
2025-08-27T06:47:00Z,2025-08-27T07:13:00Z,Fitbit App
2025-08-27T07:15:00Z,2025-08-27T08:06:00Z,Fitbit App
2025-08-27T08:13:00Z,2025-08-27T08:56:00Z,Fitbit App
2025-08-27T08:57:00Z,2025-08-27T09:21:00Z,Fitbit App
2025-08-27T09:23:00Z,2025-08-27T09:43:00Z,Fitbit App
2025-08-27T09:58:00Z,2025-08-27T10:27:00Z,Fitbit App
2025-08-27T10:54:00Z,2025-08-27T11:50:00Z,Fitbit App
2025-08-27T11:51:00Z,2025-08-27T12:37:00Z,Fitbit App
2025-08-27T12:43:00Z,2025-08-27T12:54:00Z,Fitbit App
2025-08-27T13:32:00Z,2025-08-27T14:44:00Z,Fitbit App
2025-08-27T14:45:00Z,2025-08-27T15:23:00Z,Fitbit App
2025-08-27T15:27:00Z,2025-08-27T16:08:00Z,Fitbit App
2025-08-27T16:37:00Z,2025-08-27T17:00:00Z,Fitbit App
2025-08-27T17:00:00Z,2025-08-27T17:18:00Z,Fitbit App
