start time,end time,data source
2025-07-16T00:44:00Z,2025-07-16T00:54:00Z,Fitbit App
2025-07-16T05:01:00Z,2025-07-16T05:19:00Z,Fitbit App
2025-07-16T05:22:00Z,2025-07-16T05:35:00Z,Fitbit App
2025-07-16T05:51:00Z,2025-07-16T06:03:00Z,Fitbit App
2025-07-16T07:17:00Z,2025-07-16T07:35:00Z,Fitbit App
2025-07-16T07:36:00Z,2025-07-16T07:48:00Z,Fitbit App
2025-07-16T08:00:00Z,2025-07-16T08:11:00Z,Fitbit App
2025-07-16T08:36:00Z,2025-07-16T08:46:00Z,Fitbit App
2025-07-16T09:26:00Z,2025-07-16T09:42:00Z,Fitbit App
2025-07-16T09:48:00Z,2025-07-16T10:02:00Z,Fitbit App
2025-07-16T10:29:00Z,2025-07-16T10:53:00Z,Fitbit App
2025-07-16T10:54:00Z,2025-07-16T11:30:00Z,Fitbit App
2025-07-16T12:13:00Z,2025-07-16T14:37:00Z,Fitbit App
2025-07-16T14:38:00Z,2025-07-16T14:48:00Z,Fitbit App
2025-07-16T22:13:00Z,2025-07-16T22:26:00Z,Fitbit App
2025-07-16T22:27:00Z,2025-07-16T22:41:00Z,Fitbit App
2025-07-16T23:01:00Z,2025-07-16T23:18:00Z,Fitbit App
2025-07-16T23:20:00Z,2025-07-16T23:38:00Z,Fitbit App
