start time,end time,data source
2025-08-21T00:21:00Z,2025-08-21T00:38:00Z,Fitbit App
2025-08-21T00:42:00Z,2025-08-21T01:04:00Z,Fitbit App
2025-08-21T01:08:00Z,2025-08-21T04:59:00Z,Fitbit App
2025-08-21T06:16:00Z,2025-08-21T06:34:00Z,Fitbit App
2025-08-21T06:38:00Z,2025-08-21T06:49:00Z,Fitbit App
2025-08-21T06:50:00Z,2025-08-21T07:36:00Z,Fitbit App
2025-08-21T07:38:00Z,2025-08-21T08:04:00Z,Fitbit App
2025-08-21T08:13:00Z,2025-08-21T08:34:00Z,Fitbit App
2025-08-21T08:57:00Z,2025-08-21T09:33:00Z,Fitbit App
2025-08-21T09:34:00Z,2025-08-21T09:56:00Z,Fitbit App
2025-08-21T09:57:00Z,2025-08-21T10:21:00Z,Fitbit App
2025-08-21T10:33:00Z,2025-08-21T10:50:00Z,Fitbit App
2025-08-21T12:15:00Z,2025-08-21T14:40:00Z,Fitbit App
2025-08-21T23:04:00Z,2025-08-21T23:55:00Z,Fitbit App
