timestamp,steps,data source
2025-08-04T03:36:00Z,16,Sense 2
2025-08-04T03:37:00Z,54,Sense 2
2025-08-04T03:38:00Z,52,Sense 2
2025-08-04T03:41:00Z,42,Sense 2
2025-08-04T04:00:00Z,94,Sense 2
2025-08-04T04:01:00Z,30,Sense 2
2025-08-04T04:03:00Z,57,Sense 2
2025-08-04T04:04:00Z,96,Sense 2
2025-08-04T04:05:00Z,28,Sense 2
2025-08-04T04:06:00Z,1,Sense 2
2025-08-04T04:07:00Z,33,Sense 2
2025-08-04T04:09:00Z,8,Sense 2
2025-08-04T04:10:00Z,16,Sense 2
2025-08-04T04:11:00Z,47,Sense 2
2025-08-04T04:12:00Z,9,Sense 2
2025-08-04T04:13:00Z,15,Sense 2
2025-08-04T04:14:00Z,45,Sense 2
2025-08-04T04:15:00Z,16,Sense 2
2025-08-04T04:17:00Z,6,Sense 2
2025-08-04T04:19:00Z,15,Sense 2
2025-08-04T04:20:00Z,15,Sense 2
2025-08-04T04:23:00Z,18,Sense 2
2025-08-04T04:47:00Z,10,Sense 2
2025-08-04T04:49:00Z,9,Sense 2
2025-08-04T04:52:00Z,10,Sense 2
2025-08-04T05:10:00Z,8,Sense 2
2025-08-04T05:13:00Z,9,Sense 2
2025-08-04T05:17:00Z,13,Sense 2
2025-08-04T05:19:00Z,15,Sense 2
2025-08-04T05:20:00Z,52,Sense 2
2025-08-04T05:21:00Z,38,Sense 2
2025-08-04T05:22:00Z,29,Sense 2
2025-08-04T05:23:00Z,8,Sense 2
2025-08-04T05:29:00Z,40,Sense 2
2025-08-04T05:30:00Z,55,Sense 2
2025-08-04T05:31:00Z,60,Sense 2
2025-08-04T05:32:00Z,46,Sense 2
2025-08-04T05:33:00Z,67,Sense 2
2025-08-04T05:34:00Z,24,Sense 2
2025-08-04T05:35:00Z,65,Sense 2
2025-08-04T05:36:00Z,49,Sense 2
2025-08-04T05:37:00Z,22,Sense 2
2025-08-04T05:38:00Z,101,Sense 2
2025-08-04T05:39:00Z,49,Sense 2
2025-08-04T05:40:00Z,20,Sense 2
2025-08-04T05:43:00Z,17,Sense 2
2025-08-04T05:44:00Z,42,Sense 2
2025-08-04T05:45:00Z,31,Sense 2
2025-08-04T05:46:00Z,15,Sense 2
2025-08-04T05:47:00Z,11,Sense 2
2025-08-04T05:48:00Z,12,Sense 2
2025-08-04T05:49:00Z,46,Sense 2
2025-08-04T05:50:00Z,17,Sense 2
2025-08-04T05:51:00Z,31,Sense 2
2025-08-04T05:52:00Z,44,Sense 2
2025-08-04T05:54:00Z,34,Sense 2
2025-08-04T05:55:00Z,52,Sense 2
2025-08-04T05:56:00Z,19,Sense 2
2025-08-04T05:57:00Z,9,Sense 2
2025-08-04T05:58:00Z,10,Sense 2
2025-08-04T06:03:00Z,25,Sense 2
2025-08-04T06:04:00Z,12,Sense 2
2025-08-04T06:15:00Z,16,Sense 2
2025-08-04T06:16:00Z,15,Sense 2
2025-08-04T06:19:00Z,8,Sense 2
2025-08-04T06:48:00Z,19,Sense 2
2025-08-04T06:50:00Z,22,Sense 2
2025-08-04T06:51:00Z,11,Sense 2
2025-08-04T06:58:00Z,16,Sense 2
2025-08-04T07:05:00Z,10,Sense 2
2025-08-04T07:08:00Z,23,Sense 2
2025-08-04T07:09:00Z,31,Sense 2
2025-08-04T07:10:00Z,33,Sense 2
2025-08-04T07:12:00Z,41,Sense 2
2025-08-04T07:13:00Z,15,Sense 2
2025-08-04T07:15:00Z,12,Sense 2
2025-08-04T07:16:00Z,84,Sense 2
2025-08-04T07:17:00Z,78,Sense 2
2025-08-04T07:18:00Z,35,Sense 2
2025-08-04T07:22:00Z,28,Sense 2
2025-08-04T07:24:00Z,28,Sense 2
2025-08-04T07:25:00Z,40,Sense 2
2025-08-04T07:26:00Z,2,Sense 2
2025-08-04T07:27:00Z,12,Sense 2
2025-08-04T07:28:00Z,28,Sense 2
2025-08-04T07:29:00Z,51,Sense 2
2025-08-04T07:30:00Z,42,Sense 2
2025-08-04T07:31:00Z,8,Sense 2
2025-08-04T07:33:00Z,41,Sense 2
2025-08-04T07:34:00Z,46,Sense 2
2025-08-04T07:35:00Z,34,Sense 2
2025-08-04T07:39:00Z,18,Sense 2
2025-08-04T07:48:00Z,13,Sense 2
2025-08-04T07:49:00Z,8,Sense 2
2025-08-04T07:50:00Z,15,Sense 2
2025-08-04T07:51:00Z,19,Sense 2
2025-08-04T07:56:00Z,6,Sense 2
2025-08-04T07:57:00Z,31,Sense 2
2025-08-04T07:58:00Z,23,Sense 2
2025-08-04T07:59:00Z,8,Sense 2
2025-08-04T08:00:00Z,13,Sense 2
2025-08-04T08:02:00Z,19,Sense 2
2025-08-04T08:03:00Z,13,Sense 2
2025-08-04T08:05:00Z,34,Sense 2
2025-08-04T08:06:00Z,7,Sense 2
2025-08-04T08:17:00Z,42,Sense 2
2025-08-04T08:18:00Z,49,Sense 2
2025-08-04T08:19:00Z,23,Sense 2
2025-08-04T08:31:00Z,18,Sense 2
2025-08-04T08:32:00Z,12,Sense 2
2025-08-04T08:33:00Z,19,Sense 2
2025-08-04T08:34:00Z,6,Sense 2
2025-08-04T08:39:00Z,23,Sense 2
2025-08-04T08:40:00Z,24,Sense 2
2025-08-04T08:47:00Z,22,Sense 2
2025-08-04T08:48:00Z,29,Sense 2
2025-08-04T08:49:00Z,21,Sense 2
2025-08-04T08:50:00Z,25,Sense 2
2025-08-04T08:54:00Z,6,Sense 2
2025-08-04T08:59:00Z,14,Sense 2
2025-08-04T09:00:00Z,8,Sense 2
2025-08-04T09:01:00Z,29,Sense 2
2025-08-04T09:03:00Z,29,Sense 2
2025-08-04T09:05:00Z,4,Sense 2
2025-08-04T09:06:00Z,7,Sense 2
2025-08-04T09:07:00Z,3,Sense 2
2025-08-04T09:13:00Z,13,Sense 2
2025-08-04T09:18:00Z,8,Sense 2
2025-08-04T09:20:00Z,8,Sense 2
2025-08-04T09:21:00Z,9,Sense 2
2025-08-04T09:22:00Z,6,Sense 2
2025-08-04T09:24:00Z,9,Sense 2
2025-08-04T09:25:00Z,6,Sense 2
2025-08-04T10:15:00Z,23,Sense 2
2025-08-04T11:00:00Z,24,Sense 2
2025-08-04T11:01:00Z,27,Sense 2
2025-08-04T11:02:00Z,1,Sense 2
2025-08-04T11:04:00Z,9,Sense 2
2025-08-04T11:05:00Z,10,Sense 2
2025-08-04T11:07:00Z,48,Sense 2
2025-08-04T11:08:00Z,16,Sense 2
2025-08-04T11:12:00Z,46,Sense 2
2025-08-04T11:13:00Z,53,Sense 2
2025-08-04T11:14:00Z,42,Sense 2
2025-08-04T11:15:00Z,43,Sense 2
2025-08-04T11:18:00Z,10,Sense 2
2025-08-04T11:20:00Z,39,Sense 2
2025-08-04T11:22:00Z,13,Sense 2
2025-08-04T11:24:00Z,9,Sense 2
2025-08-04T12:10:00Z,16,Sense 2
2025-08-04T12:11:00Z,4,Sense 2
2025-08-04T12:22:00Z,8,Sense 2
2025-08-04T12:27:00Z,13,Sense 2
2025-08-04T12:28:00Z,1,Sense 2
2025-08-04T13:44:00Z,7,Sense 2
2025-08-04T13:51:00Z,7,Sense 2
2025-08-04T13:52:00Z,8,Sense 2
2025-08-04T13:53:00Z,11,Sense 2
2025-08-04T13:54:00Z,9,Sense 2
2025-08-04T13:57:00Z,14,Sense 2
2025-08-04T13:58:00Z,57,Sense 2
2025-08-04T14:00:00Z,32,Sense 2
2025-08-04T14:01:00Z,30,Sense 2
2025-08-04T14:02:00Z,19,Sense 2
2025-08-04T14:03:00Z,18,Sense 2
2025-08-04T14:04:00Z,39,Sense 2
2025-08-04T14:05:00Z,38,Sense 2
2025-08-04T14:07:00Z,23,Sense 2
2025-08-04T14:08:00Z,7,Sense 2
2025-08-04T14:09:00Z,47,Sense 2
2025-08-04T14:10:00Z,10,Sense 2
2025-08-04T14:11:00Z,13,Sense 2
2025-08-04T14:13:00Z,30,Sense 2
2025-08-04T14:14:00Z,36,Sense 2
2025-08-04T14:15:00Z,7,Sense 2
2025-08-04T14:16:00Z,7,Sense 2
2025-08-04T14:17:00Z,17,Sense 2
2025-08-04T14:18:00Z,4,Sense 2
2025-08-04T14:19:00Z,14,Sense 2
2025-08-04T14:49:00Z,23,Sense 2
2025-08-04T14:51:00Z,4,Sense 2
2025-08-04T14:52:00Z,9,Sense 2
2025-08-04T14:53:00Z,10,Sense 2
2025-08-04T14:55:00Z,7,Sense 2
2025-08-04T14:57:00Z,7,Sense 2
2025-08-04T14:58:00Z,10,Sense 2
2025-08-04T14:59:00Z,23,Sense 2
2025-08-04T15:03:00Z,9,Sense 2
2025-08-04T15:14:00Z,36,Sense 2
2025-08-04T15:15:00Z,2,Sense 2
2025-08-04T15:16:00Z,16,Sense 2
2025-08-04T15:18:00Z,13,Sense 2
2025-08-04T15:19:00Z,5,Sense 2
2025-08-04T15:20:00Z,16,Sense 2
2025-08-04T15:23:00Z,14,Sense 2
2025-08-04T15:24:00Z,29,Sense 2
2025-08-04T15:26:00Z,36,Sense 2
2025-08-04T15:30:00Z,53,Sense 2
2025-08-04T15:31:00Z,39,Sense 2
2025-08-04T15:32:00Z,18,Sense 2
2025-08-04T15:33:00Z,2,Sense 2
2025-08-04T15:34:00Z,40,Sense 2
2025-08-04T15:35:00Z,47,Sense 2
2025-08-04T15:36:00Z,27,Sense 2
2025-08-04T15:37:00Z,20,Sense 2
2025-08-04T15:39:00Z,8,Sense 2
2025-08-04T15:40:00Z,42,Sense 2
2025-08-04T15:41:00Z,19,Sense 2
2025-08-04T15:49:00Z,66,Sense 2
2025-08-04T15:50:00Z,5,Sense 2
2025-08-04T15:51:00Z,46,Sense 2
2025-08-04T15:52:00Z,8,Sense 2
2025-08-04T15:53:00Z,13,Sense 2
2025-08-04T15:54:00Z,61,Sense 2
2025-08-04T15:55:00Z,92,Sense 2
2025-08-04T15:56:00Z,53,Sense 2
2025-08-04T15:57:00Z,63,Sense 2
2025-08-04T15:58:00Z,90,Sense 2
2025-08-04T15:59:00Z,86,Sense 2
2025-08-04T16:00:00Z,9,Sense 2
2025-08-04T16:01:00Z,7,Sense 2
2025-08-04T16:02:00Z,11,Sense 2
2025-08-04T16:04:00Z,31,Sense 2
2025-08-04T16:06:00Z,8,Sense 2
2025-08-04T16:08:00Z,7,Sense 2
2025-08-04T16:09:00Z,15,Sense 2
2025-08-04T16:15:00Z,54,Sense 2
2025-08-04T16:16:00Z,69,Sense 2
2025-08-04T16:17:00Z,74,Sense 2
2025-08-04T16:18:00Z,52,Sense 2
2025-08-04T16:22:00Z,13,Sense 2
2025-08-04T16:24:00Z,20,Sense 2
2025-08-04T16:25:00Z,11,Sense 2
2025-08-04T16:37:00Z,8,Sense 2
2025-08-04T16:38:00Z,38,Sense 2
2025-08-04T16:39:00Z,75,Sense 2
2025-08-04T16:40:00Z,67,Sense 2
2025-08-04T16:41:00Z,17,Sense 2
2025-08-04T16:42:00Z,59,Sense 2
2025-08-04T16:43:00Z,10,Sense 2
2025-08-04T16:44:00Z,9,Sense 2
2025-08-04T16:45:00Z,41,Sense 2
2025-08-04T16:46:00Z,30,Sense 2
2025-08-04T16:51:00Z,15,Sense 2
2025-08-04T16:52:00Z,6,Sense 2
2025-08-04T16:53:00Z,23,Sense 2
2025-08-04T17:03:00Z,5,Sense 2
2025-08-04T17:05:00Z,7,Sense 2
2025-08-04T17:11:00Z,12,Sense 2
2025-08-04T17:12:00Z,6,Sense 2
2025-08-04T17:26:00Z,10,Sense 2
2025-08-04T17:28:00Z,9,Sense 2
2025-08-04T17:31:00Z,8,Sense 2
2025-08-04T17:33:00Z,8,Sense 2
2025-08-04T21:46:00Z,12,Sense 2
2025-08-04T21:47:00Z,43,Sense 2
2025-08-04T21:48:00Z,8,Sense 2
2025-08-04T23:06:00Z,19,Sense 2
2025-08-04T23:07:00Z,15,Sense 2
2025-08-04T23:08:00Z,1,Sense 2
2025-08-04T23:16:00Z,6,Sense 2
2025-08-04T23:17:00Z,28,Sense 2
2025-08-04T23:24:00Z,10,Sense 2
2025-08-05T02:10:00Z,10,Sense 2
2025-08-05T02:11:00Z,6,Sense 2
2025-08-05T02:14:00Z,23,Sense 2
2025-08-05T02:16:00Z,46,Sense 2
2025-08-05T02:17:00Z,15,Sense 2
2025-08-05T02:21:00Z,11,Sense 2
2025-08-05T02:22:00Z,18,Sense 2
2025-08-05T02:27:00Z,9,Sense 2
2025-08-05T02:29:00Z,16,Sense 2
2025-08-05T02:32:00Z,16,Sense 2
2025-08-05T02:33:00Z,26,Sense 2
2025-08-05T02:35:00Z,4,Sense 2
2025-08-05T02:36:00Z,27,Sense 2
2025-08-05T02:37:00Z,11,Sense 2
2025-08-05T02:40:00Z,9,Sense 2
2025-08-05T02:41:00Z,19,Sense 2
2025-08-05T02:43:00Z,61,Sense 2
2025-08-05T02:44:00Z,76,Sense 2
2025-08-05T02:45:00Z,40,Sense 2
2025-08-05T02:46:00Z,44,Sense 2
2025-08-05T02:47:00Z,10,Sense 2
2025-08-05T02:48:00Z,7,Sense 2
2025-08-05T02:49:00Z,23,Sense 2
2025-08-05T02:50:00Z,17,Sense 2
2025-08-05T02:52:00Z,20,Sense 2
2025-08-05T02:54:00Z,17,Sense 2
2025-08-05T02:55:00Z,36,Sense 2
2025-08-05T02:56:00Z,12,Sense 2
2025-08-05T02:57:00Z,21,Sense 2
2025-08-05T02:58:00Z,9,Sense 2
2025-08-05T03:00:00Z,5,Sense 2
2025-08-05T03:01:00Z,23,Sense 2
2025-08-05T03:02:00Z,27,Sense 2
2025-08-05T03:05:00Z,48,Sense 2
2025-08-05T03:06:00Z,9,Sense 2
2025-08-05T03:07:00Z,10,Sense 2
2025-08-05T03:08:00Z,18,Sense 2
2025-08-05T03:09:00Z,25,Sense 2
2025-08-05T03:10:00Z,24,Sense 2
2025-08-05T03:13:00Z,13,Sense 2
2025-08-05T03:14:00Z,34,Sense 2
2025-08-05T03:15:00Z,36,Sense 2
2025-08-05T03:16:00Z,16,Sense 2
2025-08-05T03:17:00Z,1,Sense 2
2025-08-05T03:19:00Z,59,Sense 2
2025-08-05T03:20:00Z,61,Sense 2
2025-08-05T03:21:00Z,20,Sense 2
2025-08-05T03:23:00Z,23,Sense 2
2025-08-05T03:24:00Z,7,Sense 2
2025-08-05T03:25:00Z,4,Sense 2
2025-08-05T03:26:00Z,12,Sense 2
2025-08-05T03:29:00Z,32,Sense 2
2025-08-05T03:30:00Z,6,Sense 2
2025-08-05T03:32:00Z,23,Sense 2
2025-08-05T03:35:00Z,11,Sense 2
2025-08-05T03:37:00Z,23,Sense 2
2025-08-05T03:38:00Z,13,Sense 2
2025-08-05T03:40:00Z,16,Sense 2
2025-08-05T03:41:00Z,3,Sense 2
2025-08-05T03:42:00Z,32,Sense 2
2025-08-05T03:44:00Z,15,Sense 2
2025-08-05T03:46:00Z,11,Sense 2
2025-08-05T03:53:00Z,19,Sense 2
2025-08-05T03:54:00Z,91,Sense 2
2025-08-05T03:55:00Z,39,Sense 2
2025-08-05T03:56:00Z,36,Sense 2
2025-08-05T03:57:00Z,94,Sense 2
2025-08-05T03:58:00Z,14,Sense 2
2025-08-05T04:02:00Z,6,Sense 2
2025-08-05T04:03:00Z,6,Sense 2
2025-08-05T04:04:00Z,9,Sense 2
2025-08-05T04:05:00Z,48,Sense 2
2025-08-05T04:06:00Z,19,Sense 2
2025-08-05T04:07:00Z,14,Sense 2
2025-08-05T04:08:00Z,10,Sense 2
2025-08-05T04:10:00Z,16,Sense 2
2025-08-05T04:12:00Z,53,Sense 2
2025-08-05T04:13:00Z,81,Sense 2
2025-08-05T04:14:00Z,58,Sense 2
2025-08-05T04:15:00Z,72,Sense 2
2025-08-05T04:16:00Z,45,Sense 2
2025-08-05T04:17:00Z,7,Sense 2
2025-08-05T04:19:00Z,15,Sense 2
2025-08-05T04:22:00Z,14,Sense 2
2025-08-05T04:27:00Z,7,Sense 2
2025-08-05T04:30:00Z,22,Sense 2
2025-08-05T04:31:00Z,8,Sense 2
2025-08-05T05:06:00Z,8,Sense 2
2025-08-05T05:09:00Z,8,Sense 2
2025-08-05T05:10:00Z,43,Sense 2
2025-08-05T05:11:00Z,12,Sense 2
2025-08-05T05:12:00Z,65,Sense 2
2025-08-05T05:13:00Z,28,Sense 2
2025-08-05T05:14:00Z,8,Sense 2
2025-08-05T05:15:00Z,29,Sense 2
2025-08-05T05:16:00Z,31,Sense 2
2025-08-05T05:17:00Z,36,Sense 2
2025-08-05T05:18:00Z,15,Sense 2
2025-08-05T05:19:00Z,14,Sense 2
2025-08-05T05:20:00Z,15,Sense 2
2025-08-05T05:21:00Z,18,Sense 2
2025-08-05T05:22:00Z,9,Sense 2
2025-08-05T05:24:00Z,25,Sense 2
2025-08-05T05:39:00Z,18,Sense 2
2025-08-05T05:42:00Z,9,Sense 2
2025-08-05T05:48:00Z,8,Sense 2
2025-08-05T06:42:00Z,9,Sense 2
2025-08-05T06:45:00Z,11,Sense 2
2025-08-05T07:35:00Z,8,Sense 2
2025-08-05T07:47:00Z,24,Sense 2
2025-08-05T07:48:00Z,23,Sense 2
2025-08-05T07:50:00Z,8,Sense 2
2025-08-05T07:58:00Z,15,Sense 2
2025-08-05T07:59:00Z,26,Sense 2
2025-08-05T08:00:00Z,17,Sense 2
2025-08-05T08:01:00Z,37,Sense 2
2025-08-05T08:03:00Z,10,Sense 2
2025-08-05T08:04:00Z,9,Sense 2
2025-08-05T08:06:00Z,22,Sense 2
2025-08-05T08:07:00Z,19,Sense 2
2025-08-05T08:08:00Z,12,Sense 2
2025-08-05T08:11:00Z,7,Sense 2
2025-08-05T08:12:00Z,8,Sense 2
2025-08-05T08:15:00Z,16,Sense 2
2025-08-05T08:16:00Z,12,Sense 2
2025-08-05T08:17:00Z,22,Sense 2
2025-08-05T08:18:00Z,7,Sense 2
2025-08-05T08:20:00Z,7,Sense 2
2025-08-05T08:21:00Z,6,Sense 2
2025-08-05T08:22:00Z,7,Sense 2
2025-08-05T08:31:00Z,9,Sense 2
2025-08-05T08:33:00Z,12,Sense 2
2025-08-05T08:38:00Z,10,Sense 2
2025-08-05T08:40:00Z,7,Sense 2
2025-08-05T08:47:00Z,7,Sense 2
2025-08-05T08:57:00Z,4,Sense 2
2025-08-05T08:58:00Z,38,Sense 2
2025-08-05T08:59:00Z,11,Sense 2
2025-08-05T09:00:00Z,20,Sense 2
2025-08-05T09:01:00Z,17,Sense 2
2025-08-05T09:03:00Z,12,Sense 2
2025-08-05T09:04:00Z,11,Sense 2
2025-08-05T09:06:00Z,29,Sense 2
2025-08-05T09:08:00Z,15,Sense 2
2025-08-05T09:09:00Z,33,Sense 2
2025-08-05T09:10:00Z,27,Sense 2
2025-08-05T09:11:00Z,22,Sense 2
2025-08-05T09:12:00Z,8,Sense 2
2025-08-05T09:13:00Z,16,Sense 2
2025-08-05T09:17:00Z,10,Sense 2
2025-08-05T09:18:00Z,9,Sense 2
2025-08-05T09:19:00Z,51,Sense 2
2025-08-05T09:20:00Z,29,Sense 2
2025-08-05T09:21:00Z,31,Sense 2
2025-08-05T09:22:00Z,8,Sense 2
2025-08-05T09:23:00Z,11,Sense 2
2025-08-05T09:24:00Z,16,Sense 2
2025-08-05T09:25:00Z,6,Sense 2
2025-08-05T09:26:00Z,36,Sense 2
2025-08-05T09:28:00Z,68,Sense 2
2025-08-05T09:29:00Z,9,Sense 2
2025-08-05T09:30:00Z,41,Sense 2
2025-08-05T09:31:00Z,45,Sense 2
2025-08-05T09:32:00Z,27,Sense 2
2025-08-05T09:33:00Z,15,Sense 2
2025-08-05T09:43:00Z,12,Sense 2
2025-08-05T09:44:00Z,31,Sense 2
2025-08-05T09:45:00Z,5,Sense 2
2025-08-05T09:46:00Z,31,Sense 2
2025-08-05T09:47:00Z,39,Sense 2
2025-08-05T09:51:00Z,9,Sense 2
2025-08-05T09:52:00Z,19,Sense 2
2025-08-05T09:54:00Z,22,Sense 2
2025-08-05T11:32:00Z,11,Sense 2
2025-08-05T11:38:00Z,12,Sense 2
2025-08-05T11:55:00Z,11,Sense 2
2025-08-05T11:56:00Z,16,Sense 2
2025-08-05T11:58:00Z,12,Sense 2
2025-08-05T12:00:00Z,10,Sense 2
2025-08-05T12:04:00Z,13,Sense 2
2025-08-05T12:10:00Z,13,Sense 2
2025-08-05T12:12:00Z,33,Sense 2
2025-08-05T12:55:00Z,9,Sense 2
2025-08-05T12:56:00Z,8,Sense 2
2025-08-05T13:09:00Z,14,Sense 2
2025-08-05T13:55:00Z,8,Sense 2
2025-08-05T13:56:00Z,4,Sense 2
2025-08-05T14:02:00Z,13,Sense 2
2025-08-05T14:03:00Z,27,Sense 2
2025-08-05T14:04:00Z,35,Sense 2
2025-08-05T14:05:00Z,41,Sense 2
2025-08-05T14:06:00Z,59,Sense 2
2025-08-05T14:07:00Z,63,Sense 2
2025-08-05T14:08:00Z,92,Sense 2
2025-08-05T14:09:00Z,77,Sense 2
2025-08-05T14:10:00Z,80,Sense 2
2025-08-05T14:11:00Z,67,Sense 2
2025-08-05T14:12:00Z,64,Sense 2
2025-08-05T14:13:00Z,75,Sense 2
2025-08-05T14:14:00Z,14,Sense 2
2025-08-05T14:16:00Z,31,Sense 2
2025-08-05T14:18:00Z,11,Sense 2
2025-08-05T14:30:00Z,41,Sense 2
2025-08-05T14:40:00Z,5,Sense 2
2025-08-05T14:45:00Z,12,Sense 2
2025-08-05T14:46:00Z,14,Sense 2
2025-08-05T14:49:00Z,22,Sense 2
2025-08-05T14:50:00Z,14,Sense 2
2025-08-05T14:51:00Z,24,Sense 2
2025-08-05T14:52:00Z,14,Sense 2
2025-08-05T14:54:00Z,23,Sense 2
2025-08-05T14:55:00Z,13,Sense 2
2025-08-05T14:56:00Z,32,Sense 2
2025-08-05T14:58:00Z,49,Sense 2
2025-08-05T14:59:00Z,31,Sense 2
2025-08-05T15:00:00Z,21,Sense 2
2025-08-05T15:03:00Z,19,Sense 2
2025-08-05T15:05:00Z,33,Sense 2
2025-08-05T15:06:00Z,28,Sense 2
2025-08-05T15:07:00Z,33,Sense 2
2025-08-05T15:08:00Z,8,Sense 2
2025-08-05T15:11:00Z,9,Sense 2
2025-08-05T15:12:00Z,5,Sense 2
2025-08-05T15:13:00Z,31,Sense 2
2025-08-05T15:14:00Z,24,Sense 2
2025-08-05T15:15:00Z,14,Sense 2
2025-08-05T15:26:00Z,7,Sense 2
2025-08-05T15:28:00Z,30,Sense 2
2025-08-05T15:29:00Z,57,Sense 2
2025-08-05T15:30:00Z,87,Sense 2
2025-08-05T15:31:00Z,69,Sense 2
2025-08-05T15:32:00Z,63,Sense 2
2025-08-05T15:33:00Z,83,Sense 2
2025-08-05T15:34:00Z,93,Sense 2
2025-08-05T15:35:00Z,56,Sense 2
2025-08-05T15:36:00Z,61,Sense 2
2025-08-05T15:37:00Z,79,Sense 2
2025-08-05T15:38:00Z,14,Sense 2
2025-08-05T15:40:00Z,10,Sense 2
2025-08-05T15:44:00Z,24,Sense 2
2025-08-05T15:45:00Z,4,Sense 2
2025-08-05T15:46:00Z,6,Sense 2
2025-08-05T15:55:00Z,10,Sense 2
2025-08-05T15:57:00Z,4,Sense 2
2025-08-05T15:59:00Z,53,Sense 2
2025-08-05T16:00:00Z,41,Sense 2
2025-08-05T16:01:00Z,43,Sense 2
2025-08-05T16:02:00Z,34,Sense 2
2025-08-05T16:03:00Z,20,Sense 2
2025-08-05T16:04:00Z,25,Sense 2
2025-08-05T16:07:00Z,11,Sense 2
2025-08-05T16:09:00Z,7,Sense 2
2025-08-05T16:29:00Z,12,Sense 2
2025-08-05T16:36:00Z,7,Sense 2
2025-08-05T16:44:00Z,9,Sense 2
2025-08-05T16:48:00Z,6,Sense 2
2025-08-05T16:49:00Z,2,Sense 2
2025-08-05T16:52:00Z,7,Sense 2
2025-08-05T16:55:00Z,20,Sense 2
2025-08-05T17:04:00Z,13,Sense 2
2025-08-05T17:07:00Z,6,Sense 2
2025-08-05T17:09:00Z,16,Sense 2
2025-08-05T17:14:00Z,8,Sense 2
2025-08-05T17:17:00Z,9,Sense 2
2025-08-06T00:45:00Z,6,Sense 2
2025-08-06T00:48:00Z,22,Sense 2
2025-08-06T00:49:00Z,30,Sense 2
2025-08-06T00:50:00Z,43,Sense 2
2025-08-06T00:51:00Z,7,Sense 2
2025-08-06T01:05:00Z,7,Sense 2
2025-08-06T01:06:00Z,6,Sense 2
2025-08-06T01:18:00Z,5,Sense 2
2025-08-06T01:26:00Z,10,Sense 2
2025-08-06T01:39:00Z,5,Sense 2
2025-08-06T01:52:00Z,9,Sense 2
2025-08-06T01:56:00Z,23,Sense 2
2025-08-06T02:07:00Z,6,Sense 2
2025-08-06T02:15:00Z,8,Sense 2
2025-08-06T02:18:00Z,9,Sense 2
2025-08-06T02:19:00Z,7,Sense 2
2025-08-06T02:24:00Z,5,Sense 2
2025-08-06T02:27:00Z,4,Sense 2
2025-08-06T02:31:00Z,20,Sense 2
2025-08-06T02:32:00Z,37,Sense 2
2025-08-06T02:33:00Z,46,Sense 2
2025-08-06T02:34:00Z,7,Sense 2
2025-08-06T02:35:00Z,4,Sense 2
2025-08-06T02:36:00Z,12,Sense 2
2025-08-06T02:37:00Z,43,Sense 2
2025-08-06T02:38:00Z,50,Sense 2
2025-08-06T02:39:00Z,4,Sense 2
2025-08-06T02:41:00Z,27,Sense 2
2025-08-06T02:47:00Z,4,Sense 2
2025-08-06T02:49:00Z,10,Sense 2
2025-08-06T02:51:00Z,35,Sense 2
2025-08-06T02:52:00Z,30,Sense 2
2025-08-06T02:53:00Z,36,Sense 2
2025-08-06T02:54:00Z,11,Sense 2
2025-08-06T02:55:00Z,8,Sense 2
2025-08-06T02:57:00Z,9,Sense 2
2025-08-06T02:58:00Z,42,Sense 2
2025-08-06T02:59:00Z,41,Sense 2
2025-08-06T03:01:00Z,12,Sense 2
2025-08-06T03:03:00Z,22,Sense 2
2025-08-06T03:04:00Z,8,Sense 2
2025-08-06T03:06:00Z,26,Sense 2
2025-08-06T03:09:00Z,34,Sense 2
2025-08-06T03:11:00Z,7,Sense 2
2025-08-06T03:15:00Z,8,Sense 2
2025-08-06T03:17:00Z,7,Sense 2
2025-08-06T03:18:00Z,2,Sense 2
2025-08-06T03:19:00Z,5,Sense 2
2025-08-06T03:20:00Z,34,Sense 2
2025-08-06T03:25:00Z,42,Sense 2
2025-08-06T03:26:00Z,20,Sense 2
2025-08-06T03:27:00Z,16,Sense 2
2025-08-06T03:28:00Z,27,Sense 2
2025-08-06T03:31:00Z,16,Sense 2
2025-08-06T03:33:00Z,8,Sense 2
2025-08-06T03:34:00Z,14,Sense 2
2025-08-06T03:35:00Z,6,Sense 2
2025-08-06T03:36:00Z,15,Sense 2
2025-08-06T03:37:00Z,8,Sense 2
2025-08-06T03:38:00Z,41,Sense 2
2025-08-06T03:40:00Z,9,Sense 2
2025-08-06T03:41:00Z,32,Sense 2
2025-08-06T03:42:00Z,4,Sense 2
2025-08-06T03:44:00Z,46,Sense 2
2025-08-06T03:45:00Z,10,Sense 2
2025-08-06T03:46:00Z,7,Sense 2
2025-08-06T03:47:00Z,7,Sense 2
2025-08-06T03:49:00Z,10,Sense 2
2025-08-06T03:58:00Z,11,Sense 2
2025-08-06T03:59:00Z,8,Sense 2
2025-08-06T04:00:00Z,50,Sense 2
2025-08-06T04:01:00Z,61,Sense 2
2025-08-06T04:02:00Z,93,Sense 2
2025-08-06T04:03:00Z,77,Sense 2
2025-08-06T04:04:00Z,63,Sense 2
2025-08-06T04:05:00Z,55,Sense 2
2025-08-06T04:06:00Z,65,Sense 2
2025-08-06T04:07:00Z,70,Sense 2
2025-08-06T04:08:00Z,101,Sense 2
2025-08-06T04:09:00Z,115,Sense 2
2025-08-06T04:10:00Z,36,Sense 2
