timestamp,level,data source
2025-08-01T14:42:00Z,SEDENTARY,Fitbit App
2025-08-01T14:43:00Z,SEDENTARY,Fitbit App
2025-08-01T14:45:00Z,SEDENTARY,Fitbit App
2025-08-01T14:47:00Z,SEDENTARY,Fitbit App
2025-08-01T14:49:00Z,SEDENTARY,Fitbit App
2025-08-01T14:50:00Z,SEDENTARY,Fitbit App
2025-08-01T14:52:00Z,SEDENTARY,Fitbit App
2025-08-01T14:53:00Z,SEDENTARY,Fitbit App
2025-08-01T14:59:00Z,SEDENTARY,Fitbit App
2025-08-01T15:01:00Z,SEDENTARY,Fitbit App
2025-08-01T15:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:03:00Z,SEDENTARY,Fitbit App
2025-08-01T15:04:00Z,SEDENTARY,Fitbit App
2025-08-01T15:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:06:00Z,SEDENTARY,Fitbit App
2025-08-01T15:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:10:00Z,SEDENTARY,Fitbit App
2025-08-01T15:11:00Z,SEDENTARY,Fitbit App
2025-08-01T15:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:13:00Z,SEDENTARY,Fitbit App
2025-08-01T15:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:15:00Z,SEDENTARY,Fitbit App
2025-08-01T15:16:00Z,SEDENTARY,Fitbit App
2025-08-01T15:17:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:18:00Z,SEDENTARY,Fitbit App
2025-08-01T15:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:20:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:21:00Z,SEDENTARY,Fitbit App
2025-08-01T15:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:23:00Z,SEDENTARY,Fitbit App
2025-08-01T15:24:00Z,SEDENTARY,Fitbit App
2025-08-01T15:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:26:00Z,SEDENTARY,Fitbit App
2025-08-01T15:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:34:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:35:00Z,SEDENTARY,Fitbit App
2025-08-01T15:36:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:39:00Z,SEDENTARY,Fitbit App
2025-08-01T15:42:00Z,SEDENTARY,Fitbit App
2025-08-01T15:44:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:47:00Z,SEDENTARY,Fitbit App
2025-08-01T15:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:50:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T15:51:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T15:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:53:00Z,VERY_ACTIVE,Fitbit App
2025-08-01T15:54:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:55:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-01T15:56:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T15:58:00Z,SEDENTARY,Fitbit App
2025-08-01T15:59:00Z,SEDENTARY,Fitbit App
2025-08-01T16:00:00Z,SEDENTARY,Fitbit App
2025-08-01T16:01:00Z,SEDENTARY,Fitbit App
2025-08-01T16:02:00Z,SEDENTARY,Fitbit App
2025-08-01T16:03:00Z,SEDENTARY,Fitbit App
2025-08-01T16:04:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:05:00Z,SEDENTARY,Fitbit App
2025-08-01T16:06:00Z,SEDENTARY,Fitbit App
2025-08-01T16:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:08:00Z,SEDENTARY,Fitbit App
2025-08-01T16:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:10:00Z,SEDENTARY,Fitbit App
2025-08-01T16:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:12:00Z,SEDENTARY,Fitbit App
2025-08-01T16:16:00Z,SEDENTARY,Fitbit App
2025-08-01T16:19:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:22:00Z,SEDENTARY,Fitbit App
2025-08-01T16:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:30:00Z,SEDENTARY,Fitbit App
2025-08-01T16:31:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:34:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:35:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:36:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:37:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:38:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:39:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:40:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:41:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:42:00Z,SEDENTARY,Fitbit App
2025-08-01T16:43:00Z,SEDENTARY,Fitbit App
2025-08-01T16:44:00Z,SEDENTARY,Fitbit App
2025-08-01T16:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T16:47:00Z,SEDENTARY,Fitbit App
2025-08-01T16:49:00Z,SEDENTARY,Fitbit App
2025-08-01T16:54:00Z,SEDENTARY,Fitbit App
2025-08-01T16:55:00Z,SEDENTARY,Fitbit App
2025-08-01T16:56:00Z,SEDENTARY,Fitbit App
2025-08-01T16:57:00Z,SEDENTARY,Fitbit App
2025-08-01T16:58:00Z,SEDENTARY,Fitbit App
2025-08-01T16:59:00Z,SEDENTARY,Fitbit App
2025-08-01T17:00:00Z,SEDENTARY,Fitbit App
2025-08-01T17:01:00Z,SEDENTARY,Fitbit App
2025-08-01T17:02:00Z,SEDENTARY,Fitbit App
2025-08-01T17:03:00Z,SEDENTARY,Fitbit App
2025-08-01T17:06:00Z,SEDENTARY,Fitbit App
2025-08-01T17:08:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T17:09:00Z,SEDENTARY,Fitbit App
2025-08-01T17:10:00Z,SEDENTARY,Fitbit App
2025-08-01T17:11:00Z,SEDENTARY,Fitbit App
2025-08-01T17:12:00Z,SEDENTARY,Fitbit App
2025-08-01T17:13:00Z,SEDENTARY,Fitbit App
2025-08-01T17:14:00Z,SEDENTARY,Fitbit App
2025-08-01T17:15:00Z,SEDENTARY,Fitbit App
2025-08-01T17:16:00Z,SEDENTARY,Fitbit App
2025-08-01T17:17:00Z,SEDENTARY,Fitbit App
2025-08-01T17:18:00Z,SEDENTARY,Fitbit App
2025-08-01T17:19:00Z,SEDENTARY,Fitbit App
2025-08-01T17:20:00Z,SEDENTARY,Fitbit App
2025-08-01T17:24:00Z,SEDENTARY,Fitbit App
2025-08-01T17:29:00Z,SEDENTARY,Fitbit App
2025-08-01T17:30:00Z,SEDENTARY,Fitbit App
2025-08-01T17:31:00Z,SEDENTARY,Fitbit App
2025-08-01T17:38:00Z,SEDENTARY,Fitbit App
2025-08-01T17:39:00Z,SEDENTARY,Fitbit App
2025-08-01T17:40:00Z,SEDENTARY,Fitbit App
2025-08-01T17:41:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T17:42:00Z,SEDENTARY,Fitbit App
2025-08-01T17:43:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T17:44:00Z,SEDENTARY,Fitbit App
2025-08-01T17:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T17:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T17:47:00Z,SEDENTARY,Fitbit App
2025-08-01T17:50:00Z,SEDENTARY,Fitbit App
2025-08-01T17:51:00Z,SEDENTARY,Fitbit App
2025-08-01T17:53:00Z,SEDENTARY,Fitbit App
2025-08-01T17:54:00Z,SEDENTARY,Fitbit App
2025-08-01T17:55:00Z,SEDENTARY,Fitbit App
2025-08-01T17:56:00Z,SEDENTARY,Fitbit App
2025-08-01T17:57:00Z,SEDENTARY,Fitbit App
2025-08-01T17:58:00Z,SEDENTARY,Fitbit App
2025-08-01T17:59:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T18:00:00Z,SEDENTARY,Fitbit App
2025-08-01T18:01:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T18:02:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-01T18:03:00Z,SEDENTARY,Fitbit App
2025-08-01T18:06:00Z,SEDENTARY,Fitbit App
2025-08-01T18:07:00Z,SEDENTARY,Fitbit App
2025-08-01T19:03:00Z,SEDENTARY,Fitbit App
2025-08-01T19:08:00Z,SEDENTARY,Fitbit App
2025-08-01T19:24:00Z,SEDENTARY,Fitbit App
2025-08-01T19:25:00Z,SEDENTARY,Fitbit App
2025-08-01T19:27:00Z,SEDENTARY,Fitbit App
2025-08-01T20:45:00Z,SEDENTARY,Fitbit App
2025-08-01T21:47:00Z,SEDENTARY,Fitbit App
2025-08-01T21:49:00Z,SEDENTARY,Fitbit App
2025-08-01T22:02:00Z,SEDENTARY,Fitbit App
2025-08-02T00:12:00Z,SEDENTARY,Fitbit App
2025-08-02T00:21:00Z,SEDENTARY,Fitbit App
2025-08-02T00:22:00Z,SEDENTARY,Fitbit App
2025-08-02T00:23:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T00:24:00Z,SEDENTARY,Fitbit App
2025-08-02T00:25:00Z,SEDENTARY,Fitbit App
2025-08-02T00:31:00Z,SEDENTARY,Fitbit App
2025-08-02T00:32:00Z,SEDENTARY,Fitbit App
2025-08-02T00:33:00Z,SEDENTARY,Fitbit App
2025-08-02T00:35:00Z,SEDENTARY,Fitbit App
2025-08-02T00:36:00Z,SEDENTARY,Fitbit App
2025-08-02T00:37:00Z,SEDENTARY,Fitbit App
2025-08-02T00:38:00Z,SEDENTARY,Fitbit App
2025-08-02T00:39:00Z,SEDENTARY,Fitbit App
2025-08-02T00:40:00Z,SEDENTARY,Fitbit App
2025-08-02T00:41:00Z,SEDENTARY,Fitbit App
2025-08-02T00:43:00Z,SEDENTARY,Fitbit App
2025-08-02T00:44:00Z,SEDENTARY,Fitbit App
2025-08-02T00:45:00Z,SEDENTARY,Fitbit App
2025-08-02T00:46:00Z,SEDENTARY,Fitbit App
2025-08-02T00:47:00Z,SEDENTARY,Fitbit App
2025-08-02T00:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T00:49:00Z,SEDENTARY,Fitbit App
2025-08-02T00:50:00Z,SEDENTARY,Fitbit App
2025-08-02T00:51:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T00:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T00:53:00Z,SEDENTARY,Fitbit App
2025-08-02T00:54:00Z,SEDENTARY,Fitbit App
2025-08-02T00:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T00:56:00Z,SEDENTARY,Fitbit App
2025-08-02T00:57:00Z,SEDENTARY,Fitbit App
2025-08-02T00:58:00Z,SEDENTARY,Fitbit App
2025-08-02T00:59:00Z,SEDENTARY,Fitbit App
2025-08-02T01:00:00Z,SEDENTARY,Fitbit App
2025-08-02T01:01:00Z,SEDENTARY,Fitbit App
2025-08-02T01:02:00Z,SEDENTARY,Fitbit App
2025-08-02T01:03:00Z,SEDENTARY,Fitbit App
2025-08-02T01:04:00Z,SEDENTARY,Fitbit App
2025-08-02T01:05:00Z,SEDENTARY,Fitbit App
2025-08-02T01:06:00Z,SEDENTARY,Fitbit App
2025-08-02T01:13:00Z,SEDENTARY,Fitbit App
2025-08-02T01:14:00Z,SEDENTARY,Fitbit App
2025-08-02T01:15:00Z,SEDENTARY,Fitbit App
2025-08-02T01:16:00Z,SEDENTARY,Fitbit App
2025-08-02T01:18:00Z,SEDENTARY,Fitbit App
2025-08-02T01:19:00Z,SEDENTARY,Fitbit App
2025-08-02T01:20:00Z,SEDENTARY,Fitbit App
2025-08-02T01:23:00Z,SEDENTARY,Fitbit App
2025-08-02T01:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T01:25:00Z,SEDENTARY,Fitbit App
2025-08-02T01:26:00Z,SEDENTARY,Fitbit App
2025-08-02T01:30:00Z,SEDENTARY,Fitbit App
2025-08-02T01:32:00Z,SEDENTARY,Fitbit App
2025-08-02T01:34:00Z,SEDENTARY,Fitbit App
2025-08-02T01:36:00Z,SEDENTARY,Fitbit App
2025-08-02T01:40:00Z,SEDENTARY,Fitbit App
2025-08-02T01:43:00Z,SEDENTARY,Fitbit App
2025-08-02T01:44:00Z,SEDENTARY,Fitbit App
2025-08-02T01:46:00Z,SEDENTARY,Fitbit App
2025-08-02T01:47:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T01:48:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T01:49:00Z,SEDENTARY,Fitbit App
2025-08-02T01:50:00Z,SEDENTARY,Fitbit App
2025-08-02T01:51:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T01:52:00Z,SEDENTARY,Fitbit App
2025-08-02T01:53:00Z,SEDENTARY,Fitbit App
2025-08-02T01:56:00Z,SEDENTARY,Fitbit App
2025-08-02T02:00:00Z,SEDENTARY,Fitbit App
2025-08-02T02:02:00Z,SEDENTARY,Fitbit App
2025-08-02T02:03:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:04:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:07:00Z,SEDENTARY,Fitbit App
2025-08-02T02:09:00Z,SEDENTARY,Fitbit App
2025-08-02T02:18:00Z,SEDENTARY,Fitbit App
2025-08-02T02:19:00Z,SEDENTARY,Fitbit App
2025-08-02T02:20:00Z,SEDENTARY,Fitbit App
2025-08-02T02:21:00Z,SEDENTARY,Fitbit App
2025-08-02T02:23:00Z,SEDENTARY,Fitbit App
2025-08-02T02:24:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:26:00Z,SEDENTARY,Fitbit App
2025-08-02T02:27:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:30:00Z,SEDENTARY,Fitbit App
2025-08-02T02:31:00Z,SEDENTARY,Fitbit App
2025-08-02T02:32:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:34:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:35:00Z,SEDENTARY,Fitbit App
2025-08-02T02:36:00Z,SEDENTARY,Fitbit App
2025-08-02T02:39:00Z,SEDENTARY,Fitbit App
2025-08-02T02:40:00Z,SEDENTARY,Fitbit App
2025-08-02T02:41:00Z,SEDENTARY,Fitbit App
2025-08-02T02:42:00Z,SEDENTARY,Fitbit App
2025-08-02T02:43:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:44:00Z,SEDENTARY,Fitbit App
2025-08-02T02:45:00Z,SEDENTARY,Fitbit App
2025-08-02T02:46:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:47:00Z,SEDENTARY,Fitbit App
2025-08-02T02:48:00Z,SEDENTARY,Fitbit App
2025-08-02T02:49:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:50:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:51:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:52:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:53:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:54:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:55:00Z,MODERATELY_ACTIVE,Fitbit App
2025-08-02T02:56:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T02:58:00Z,SEDENTARY,Fitbit App
2025-08-02T02:59:00Z,SEDENTARY,Fitbit App
2025-08-02T03:00:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:01:00Z,SEDENTARY,Fitbit App
2025-08-02T03:02:00Z,SEDENTARY,Fitbit App
2025-08-02T03:03:00Z,SEDENTARY,Fitbit App
2025-08-02T03:04:00Z,SEDENTARY,Fitbit App
2025-08-02T03:05:00Z,SEDENTARY,Fitbit App
2025-08-02T03:06:00Z,SEDENTARY,Fitbit App
2025-08-02T03:07:00Z,SEDENTARY,Fitbit App
2025-08-02T03:08:00Z,SEDENTARY,Fitbit App
2025-08-02T03:09:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:10:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:12:00Z,SEDENTARY,Fitbit App
2025-08-02T03:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:14:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:15:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:17:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:18:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:19:00Z,SEDENTARY,Fitbit App
2025-08-02T03:20:00Z,SEDENTARY,Fitbit App
2025-08-02T03:21:00Z,SEDENTARY,Fitbit App
2025-08-02T03:22:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:23:00Z,SEDENTARY,Fitbit App
2025-08-02T03:24:00Z,SEDENTARY,Fitbit App
2025-08-02T03:25:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:26:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:27:00Z,SEDENTARY,Fitbit App
2025-08-02T03:28:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:29:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:30:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:31:00Z,SEDENTARY,Fitbit App
2025-08-02T03:32:00Z,SEDENTARY,Fitbit App
2025-08-02T03:33:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:34:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:35:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:36:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:37:00Z,SEDENTARY,Fitbit App
2025-08-02T03:38:00Z,SEDENTARY,Fitbit App
2025-08-02T03:39:00Z,SEDENTARY,Fitbit App
2025-08-02T03:40:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:41:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:42:00Z,SEDENTARY,Fitbit App
2025-08-02T03:43:00Z,SEDENTARY,Fitbit App
2025-08-02T03:44:00Z,SEDENTARY,Fitbit App
2025-08-02T03:45:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:46:00Z,SEDENTARY,Fitbit App
2025-08-02T03:47:00Z,SEDENTARY,Fitbit App
2025-08-02T03:48:00Z,SEDENTARY,Fitbit App
2025-08-02T03:49:00Z,SEDENTARY,Fitbit App
2025-08-02T03:50:00Z,SEDENTARY,Fitbit App
2025-08-02T03:51:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:52:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:53:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:54:00Z,SEDENTARY,Fitbit App
2025-08-02T03:55:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:56:00Z,SEDENTARY,Fitbit App
2025-08-02T03:57:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T03:58:00Z,SEDENTARY,Fitbit App
2025-08-02T03:59:00Z,SEDENTARY,Fitbit App
2025-08-02T04:00:00Z,SEDENTARY,Fitbit App
2025-08-02T04:01:00Z,SEDENTARY,Fitbit App
2025-08-02T04:02:00Z,SEDENTARY,Fitbit App
2025-08-02T04:03:00Z,SEDENTARY,Fitbit App
2025-08-02T04:04:00Z,SEDENTARY,Fitbit App
2025-08-02T04:05:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:06:00Z,SEDENTARY,Fitbit App
2025-08-02T04:07:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:08:00Z,SEDENTARY,Fitbit App
2025-08-02T04:09:00Z,SEDENTARY,Fitbit App
2025-08-02T04:10:00Z,SEDENTARY,Fitbit App
2025-08-02T04:11:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:12:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:13:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:14:00Z,SEDENTARY,Fitbit App
2025-08-02T04:15:00Z,SEDENTARY,Fitbit App
2025-08-02T04:16:00Z,LIGHTLY_ACTIVE,Fitbit App
2025-08-02T04:17:00Z,SEDENTARY,Fitbit App
2025-08-02T04:18:00Z,SEDENTARY,Fitbit App
2025-08-02T04:19:00Z,SEDENTARY,Fitbit App
