start time,end time,data source
2025-07-24T02:01:00Z,2025-07-24T02:12:00Z,Fitbit App
2025-07-24T02:18:00Z,2025-07-24T02:32:00Z,Fitbit App
2025-07-24T03:15:00Z,2025-07-24T03:30:00Z,Fitbit App
2025-07-24T03:31:00Z,2025-07-24T04:35:00Z,Fitbit App
2025-07-24T05:25:00Z,2025-07-24T05:51:00Z,Fitbit App
2025-07-24T05:53:00Z,2025-07-24T06:11:00Z,Fitbit App
2025-07-24T06:28:00Z,2025-07-24T06:58:00Z,Fitbit App
2025-07-24T07:48:00Z,2025-07-24T08:01:00Z,Fitbit App
2025-07-24T08:35:00Z,2025-07-24T08:47:00Z,Fitbit App
2025-07-24T08:48:00Z,2025-07-24T09:41:00Z,Fitbit App
2025-07-24T09:46:00Z,2025-07-24T10:00:00Z,Fitbit App
2025-07-24T10:02:00Z,2025-07-24T10:36:00Z,Fitbit App
2025-07-24T10:41:00Z,2025-07-24T12:04:00Z,Fitbit App
2025-07-24T12:06:00Z,2025-07-24T13:01:00Z,Fitbit App
2025-07-24T23:15:00Z,2025-07-25T00:20:00Z,Fitbit App
