start time,end time,data source
2025-08-20T00:34:00Z,2025-08-20T01:54:00Z,Fitbit App
2025-08-20T01:58:00Z,2025-08-20T02:42:00Z,Fitbit App
2025-08-20T02:53:00Z,2025-08-20T05:24:00Z,Fitbit App
2025-08-20T05:25:00Z,2025-08-20T05:54:00Z,Fitbit App
2025-08-20T05:55:00Z,2025-08-20T06:24:00Z,Fitbit App
2025-08-20T06:28:00Z,2025-08-20T08:35:00Z,Fitbit App
2025-08-20T09:46:00Z,2025-08-20T10:07:00Z,Fitbit App
2025-08-20T10:11:00Z,2025-08-20T10:21:00Z,Fitbit App
2025-08-20T10:22:00Z,2025-08-20T11:33:00Z,Fitbit App
2025-08-20T11:38:00Z,2025-08-20T12:47:00Z,Fitbit App
2025-08-20T13:09:00Z,2025-08-20T13:29:00Z,Fitbit App
2025-08-20T13:38:00Z,2025-08-20T15:59:00Z,Fitbit App
2025-08-20T23:29:00Z,2025-08-20T23:42:00Z,Fitbit App
2025-08-20T23:44:00Z,2025-08-21T00:05:00Z,Fitbit App
