start time,end time,data source
2025-08-15T00:15:00Z,2025-08-15T00:28:00Z,Fitbit App
2025-08-15T00:38:00Z,2025-08-15T03:01:00Z,Fitbit App
2025-08-15T03:19:00Z,2025-08-15T03:50:00Z,Fitbit App
2025-08-15T05:17:00Z,2025-08-15T05:27:00Z,Fitbit App
2025-08-15T05:43:00Z,2025-08-15T06:20:00Z,Fitbit App
2025-08-15T06:44:00Z,2025-08-15T07:44:00Z,Fitbit App
2025-08-15T07:51:00Z,2025-08-15T08:06:00Z,Fitbit App
2025-08-15T08:18:00Z,2025-08-15T08:36:00Z,Fitbit App
2025-08-15T08:37:00Z,2025-08-15T09:20:00Z,Fitbit App
2025-08-15T09:34:00Z,2025-08-15T10:30:00Z,Fitbit App
2025-08-15T10:31:00Z,2025-08-15T10:41:00Z,Fitbit App
2025-08-15T10:46:00Z,2025-08-15T11:16:00Z,Fitbit App
2025-08-15T11:35:00Z,2025-08-15T12:27:00Z,Fitbit App
2025-08-15T12:28:00Z,2025-08-15T14:25:00Z,Fitbit App
2025-08-15T22:10:00Z,2025-08-15T23:21:00Z,Fitbit App
2025-08-15T23:55:00Z,2025-08-16T00:35:00Z,Fitbit App
