start time,end time,data source
2025-07-19T05:49:00Z,2025-07-19T06:28:00Z,Fitbit App
2025-07-19T06:50:00Z,2025-07-19T07:06:00Z,Fitbit App
2025-07-19T07:29:00Z,2025-07-19T08:01:00Z,Fitbit App
2025-07-19T08:46:00Z,2025-07-19T09:26:00Z,Fitbit App
2025-07-19T10:35:00Z,2025-07-19T11:27:00Z,Fitbit App
2025-07-19T11:28:00Z,2025-07-19T11:43:00Z,Fitbit App
2025-07-19T11:44:00Z,2025-07-19T12:11:00Z,Fitbit App
2025-07-19T21:02:00Z,2025-07-19T21:15:00Z,Fitbit App
2025-07-19T21:16:00Z,2025-07-19T22:04:00Z,Fitbit App
2025-07-19T22:05:00Z,2025-07-19T22:40:00Z,Fitbit App
2025-07-19T23:25:00Z,2025-07-20T00:00:00Z,Fitbit App
