start time,end time,data source
2025-08-05T01:58:00Z,2025-08-05T02:10:00Z,Fitbit App
2025-08-05T04:23:00Z,2025-08-05T05:09:00Z,Fitbit App
2025-08-05T05:25:00Z,2025-08-05T05:39:00Z,Fitbit App
2025-08-05T05:43:00Z,2025-08-05T07:48:00Z,Fitbit App
2025-08-05T08:19:00Z,2025-08-05T08:57:00Z,Fitbit App
2025-08-05T09:53:00Z,2025-08-05T11:58:00Z,Fitbit App
2025-08-05T11:59:00Z,2025-08-05T12:12:00Z,Fitbit App
2025-08-05T12:13:00Z,2025-08-05T14:02:00Z,Fitbit App
2025-08-05T14:17:00Z,2025-08-05T14:30:00Z,Fitbit App
2025-08-05T14:31:00Z,2025-08-05T14:46:00Z,Fitbit App
2025-08-05T15:16:00Z,2025-08-05T15:26:00Z,Fitbit App
2025-08-05T15:39:00Z,2025-08-05T15:59:00Z,Fitbit App
2025-08-05T16:05:00Z,2025-08-05T17:00:00Z,Fitbit App
2025-08-05T17:00:00Z,2025-08-05T17:20:00Z,Fitbit App
