timestamp,workout,background,total,data source
2025-07-14T12:32:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T12:53:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:30:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:34:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:35:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:37:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:38:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:39:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:40:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:41:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:42:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:47:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:48:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T13:49:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T21:29:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T21:30:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T21:38:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:25:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:26:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:27:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:28:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:29:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:30:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:31:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:32:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:33:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:34:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:35:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:36:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:37:00Z,0.0,0.0,0.0,Fitbit App
2025-07-14T22:38:00Z,0.0,0.0,0.0,Fitbit App
