start time,end time,data source
2025-08-17T02:02:00Z,2025-08-17T02:14:00Z,Fitbit App
2025-08-17T05:01:00Z,2025-08-17T05:27:00Z,Fitbit App
2025-08-17T06:40:00Z,2025-08-17T06:56:00Z,Fitbit App
2025-08-17T07:00:00Z,2025-08-17T08:24:00Z,Fitbit App
2025-08-17T08:34:00Z,2025-08-17T09:20:00Z,Fitbit App
2025-08-17T09:25:00Z,2025-08-17T11:21:00Z,Fitbit App
2025-08-17T11:29:00Z,2025-08-17T11:42:00Z,Fitbit App
2025-08-17T11:43:00Z,2025-08-17T14:32:00Z,Fitbit App
2025-08-17T21:57:00Z,2025-08-17T22:56:00Z,Fitbit App
2025-08-17T23:07:00Z,2025-08-17T23:18:00Z,Fitbit App
2025-08-17T23:40:00Z,2025-08-17T23:54:00Z,Fitbit App
2025-08-17T23:55:00Z,2025-08-18T00:46:00Z,Fitbit App
