start time,end time,data source
2025-08-16T01:17:00Z,2025-08-16T02:00:00Z,Fitbit App
2025-08-16T02:17:00Z,2025-08-16T03:07:00Z,Fitbit App
2025-08-16T03:08:00Z,2025-08-16T04:37:00Z,Fitbit App
2025-08-16T05:09:00Z,2025-08-16T05:25:00Z,Fitbit App
2025-08-16T05:30:00Z,2025-08-16T05:47:00Z,Fitbit App
2025-08-16T05:56:00Z,2025-08-16T07:04:00Z,Fitbit App
2025-08-16T07:24:00Z,2025-08-16T08:30:00Z,Fitbit App
2025-08-16T08:34:00Z,2025-08-16T09:04:00Z,Fitbit App
2025-08-16T09:39:00Z,2025-08-16T10:13:00Z,Fitbit App
2025-08-16T10:23:00Z,2025-08-16T10:53:00Z,Fitbit App
2025-08-16T10:57:00Z,2025-08-16T11:12:00Z,Fitbit App
2025-08-16T11:13:00Z,2025-08-16T12:31:00Z,Fitbit App
