timestamp,distance,data source
2025-08-01T16:04:00Z,9.90,Sense 2
2025-08-01T16:07:00Z,9.90,Sense 2
2025-08-01T16:09:00Z,8.50,Sense 2
2025-08-01T16:11:00Z,8.50,Sense 2
2025-08-01T16:19:00Z,8.50,Sense 2
2025-08-01T16:29:00Z,9.20,Sense 2
2025-08-01T16:31:00Z,5.70,Sense 2
2025-08-01T16:32:00Z,7.10,Sense 2
2025-08-01T16:33:00Z,6.40,Sense 2
2025-08-01T16:34:00Z,14.90,Sense 2
2025-08-01T16:35:00Z,32.80,Sense 2
2025-08-01T16:36:00Z,41.30,Sense 2
2025-08-01T16:37:00Z,47.10,Sense 2
2025-08-01T16:38:00Z,25.60,Sense 2
2025-08-01T16:39:00Z,24.90,Sense 2
2025-08-01T16:40:00Z,18.50,Sense 2
2025-08-01T16:41:00Z,17.10,Sense 2
2025-08-01T16:45:00Z,6.40,Sense 2
2025-08-01T16:46:00Z,16.40,Sense 2
2025-08-01T17:08:00Z,8.50,Sense 2
2025-08-01T17:41:00Z,5.70,Sense 2
2025-08-01T17:43:00Z,4.90,Sense 2
2025-08-01T17:45:00Z,6.40,Sense 2
2025-08-01T17:46:00Z,18.50,Sense 2
2025-08-01T17:59:00Z,2.80,Sense 2
2025-08-01T18:01:00Z,13.50,Sense 2
2025-08-01T18:02:00Z,8.50,Sense 2
2025-08-02T00:23:00Z,10.70,Sense 2
2025-08-02T00:48:00Z,4.90,Sense 2
2025-08-02T00:51:00Z,10.00,Sense 2
2025-08-02T00:52:00Z,3.50,Sense 2
2025-08-02T00:55:00Z,9.90,Sense 2
2025-08-02T00:58:00Z,4.20,Sense 2
2025-08-02T01:24:00Z,7.80,Sense 2
2025-08-02T01:47:00Z,8.50,Sense 2
2025-08-02T01:48:00Z,10.00,Sense 2
2025-08-02T01:51:00Z,5.70,Sense 2
2025-08-02T02:03:00Z,5.70,Sense 2
2025-08-02T02:04:00Z,7.10,Sense 2
2025-08-02T02:24:00Z,4.20,Sense 2
2025-08-02T02:27:00Z,13.50,Sense 2
2025-08-02T02:28:00Z,6.40,Sense 2
2025-08-02T02:29:00Z,17.10,Sense 2
2025-08-02T02:32:00Z,13.50,Sense 2
2025-08-02T02:33:00Z,17.10,Sense 2
2025-08-02T02:34:00Z,25.60,Sense 2
2025-08-02T02:43:00Z,7.80,Sense 2
2025-08-02T02:46:00Z,12.10,Sense 2
2025-08-02T02:49:00Z,10.70,Sense 2
2025-08-02T02:50:00Z,39.20,Sense 2
2025-08-02T02:51:00Z,12.75,Fitbit App
2025-08-02T02:52:00Z,4.70,Fitbit App
2025-08-02T02:53:00Z,12.75,Fitbit App
2025-08-02T02:54:00Z,12.08,Fitbit App
2025-08-02T02:55:00Z,10.07,Fitbit App
2025-08-02T02:56:00Z,3.36,Fitbit App
2025-08-02T02:57:00Z,16.78,Fitbit App
2025-08-02T03:00:00Z,9.39,Fitbit App
2025-08-02T03:09:00Z,4.03,Fitbit App
2025-08-02T03:10:00Z,8.05,Fitbit App
2025-08-02T03:11:00Z,14.09,Fitbit App
2025-08-02T03:13:00Z,2.68,Fitbit App
2025-08-02T03:14:00Z,4.70,Fitbit App
2025-08-02T03:15:00Z,2.68,Fitbit App
2025-08-02T03:16:00Z,8.72,Fitbit App
2025-08-02T03:17:00Z,8.72,Fitbit App
2025-08-02T03:18:00Z,5.70,Sense 2
2025-08-02T03:22:00Z,12.80,Sense 2
2025-08-02T03:25:00Z,16.40,Sense 2
2025-08-02T03:26:00Z,24.20,Sense 2
2025-08-02T03:28:00Z,4.20,Sense 2
2025-08-02T03:29:00Z,10.70,Sense 2
2025-08-02T03:30:00Z,6.40,Sense 2
2025-08-02T03:33:00Z,14.09,Fitbit App
2025-08-02T03:34:00Z,26.17,Fitbit App
2025-08-02T03:35:00Z,32.88,Fitbit App
2025-08-02T03:36:00Z,3.36,Fitbit App
2025-08-02T03:40:00Z,7.10,Sense 2
2025-08-02T03:41:00Z,6.40,Sense 2
2025-08-02T03:45:00Z,12.10,Sense 2
2025-08-02T03:51:00Z,17.10,Sense 2
2025-08-02T03:52:00Z,5.00,Sense 2
2025-08-02T03:53:00Z,7.80,Sense 2
2025-08-02T03:55:00Z,4.90,Sense 2
2025-08-02T03:57:00Z,5.70,Sense 2
2025-08-02T04:05:00Z,4.90,Sense 2
2025-08-02T04:07:00Z,7.80,Sense 2
2025-08-02T04:11:00Z,10.60,Sense 2
2025-08-02T04:12:00Z,17.10,Sense 2
2025-08-02T04:13:00Z,7.10,Sense 2
2025-08-02T04:16:00Z,27.10,Sense 2
2025-08-02T04:28:00Z,12.10,Sense 2
2025-08-02T04:36:00Z,2.80,Sense 2
2025-08-02T04:38:00Z,5.70,Sense 2
2025-08-02T04:40:00Z,8.50,Sense 2
2025-08-02T04:41:00Z,5.00,Sense 2
2025-08-02T04:42:00Z,27.10,Sense 2
2025-08-02T04:57:00Z,4.90,Sense 2
2025-08-02T05:18:00Z,14.20,Sense 2
2025-08-02T05:24:00Z,11.40,Sense 2
2025-08-02T05:25:00Z,29.90,Sense 2
2025-08-02T05:27:00Z,17.80,Sense 2
2025-08-02T05:28:00Z,9.90,Sense 2
2025-08-02T05:29:00Z,4.20,Sense 2
2025-08-02T05:30:00Z,7.10,Sense 2
2025-08-02T05:34:00Z,22.10,Sense 2
2025-08-02T05:35:00Z,4.20,Sense 2
2025-08-02T05:36:00Z,14.20,Sense 2
2025-08-02T05:49:00Z,5.00,Sense 2
2025-08-02T05:50:00Z,2.10,Sense 2
2025-08-02T05:51:00Z,14.20,Sense 2
2025-08-02T05:52:00Z,23.50,Sense 2
2025-08-02T06:01:00Z,27.80,Sense 2
2025-08-02T06:02:00Z,17.10,Sense 2
2025-08-02T06:03:00Z,24.90,Sense 2
2025-08-02T06:05:00Z,10.70,Sense 2
2025-08-02T06:06:00Z,15.60,Sense 2
2025-08-02T06:15:00Z,19.46,Fitbit App
2025-08-02T06:16:00Z,14.76,Fitbit App
2025-08-02T06:17:00Z,6.04,Fitbit App
2025-08-02T06:19:00Z,12.08,Fitbit App
2025-08-02T06:22:00Z,4.70,Fitbit App
2025-08-02T06:25:00Z,8.05,Fitbit App
2025-08-02T06:27:00Z,4.03,Fitbit App
2025-08-02T06:28:00Z,4.70,Fitbit App
2025-08-02T06:29:00Z,6.40,Sense 2
2025-08-02T06:30:00Z,2.80,Sense 2
2025-08-02T06:33:00Z,10.70,Sense 2
2025-08-02T06:34:00Z,5.00,Sense 2
2025-08-02T06:35:00Z,5.70,Sense 2
2025-08-02T06:38:00Z,14.20,Sense 2
2025-08-02T06:40:00Z,7.10,Sense 2
2025-08-02T06:41:00Z,34.20,Sense 2
2025-08-02T06:42:00Z,10.70,Sense 2
2025-08-02T06:43:00Z,7.10,Sense 2
2025-08-02T06:44:00Z,22.10,Sense 2
2025-08-02T06:47:00Z,4.90,Sense 2
2025-08-02T07:00:00Z,17.80,Sense 2
2025-08-02T07:13:00Z,5.70,Sense 2
2025-08-02T07:32:00Z,12.80,Sense 2
2025-08-02T07:33:00Z,6.40,Sense 2
2025-08-02T07:34:00Z,1.40,Sense 2
2025-08-02T07:49:00Z,12.80,Sense 2
2025-08-02T07:50:00Z,7.10,Sense 2
2025-08-02T07:52:00Z,2.80,Sense 2
2025-08-02T08:09:00Z,12.10,Sense 2
2025-08-02T08:10:00Z,7.80,Sense 2
2025-08-02T08:13:00Z,5.70,Sense 2
2025-08-02T09:12:00Z,5.00,Sense 2
2025-08-02T09:15:00Z,9.20,Sense 2
2025-08-02T09:16:00Z,4.90,Sense 2
2025-08-02T09:25:00Z,6.40,Sense 2
2025-08-02T09:36:00Z,12.10,Sense 2
2025-08-02T09:38:00Z,9.20,Sense 2
2025-08-02T09:39:00Z,8.50,Sense 2
2025-08-02T09:50:00Z,2.80,Sense 2
2025-08-02T10:14:00Z,10.70,Sense 2
2025-08-02T10:24:00Z,8.50,Sense 2
2025-08-02T11:38:00Z,8.50,Sense 2
2025-08-02T11:41:00Z,8.50,Sense 2
2025-08-02T12:57:00Z,23.50,Sense 2
2025-08-02T14:12:00Z,5.00,Sense 2
2025-08-02T14:14:00Z,10.70,Sense 2
2025-08-02T14:16:00Z,7.10,Sense 2
2025-08-02T14:18:00Z,10.70,Sense 2
2025-08-02T14:22:00Z,6.40,Sense 2
2025-08-02T14:23:00Z,7.10,Sense 2
2025-08-02T14:30:00Z,5.70,Sense 2
2025-08-02T14:33:00Z,11.40,Sense 2
2025-08-02T14:34:00Z,46.30,Sense 2
2025-08-02T14:35:00Z,64.90,Sense 2
2025-08-02T14:36:00Z,44.90,Sense 2
2025-08-02T14:38:00Z,14.20,Sense 2
2025-08-02T14:39:00Z,42.80,Sense 2
2025-08-02T14:40:00Z,39.59,Fitbit App
2025-08-02T14:41:00Z,17.45,Fitbit App
2025-08-02T14:43:00Z,24.16,Fitbit App
2025-08-02T14:44:00Z,35.56,Fitbit App
2025-08-02T14:45:00Z,10.07,Fitbit App
2025-08-02T15:00:00Z,4.90,Sense 2
2025-08-02T15:01:00Z,6.40,Sense 2
2025-08-02T15:03:00Z,4.20,Sense 2
2025-08-02T15:04:00Z,14.20,Sense 2
2025-08-02T15:05:00Z,0.70,Sense 2
2025-08-02T15:06:00Z,2.80,Sense 2
2025-08-02T15:07:00Z,13.50,Sense 2
2025-08-02T15:11:00Z,8.50,Sense 2
2025-08-02T15:12:00Z,7.10,Sense 2
2025-08-02T15:14:00Z,11.40,Sense 2
2025-08-02T15:15:00Z,4.90,Sense 2
2025-08-02T15:16:00Z,9.20,Sense 2
2025-08-02T15:17:00Z,7.80,Sense 2
2025-08-02T15:19:00Z,24.90,Sense 2
2025-08-02T15:20:00Z,28.85,Fitbit App
2025-08-02T15:22:00Z,14.09,Fitbit App
2025-08-02T15:23:00Z,20.80,Fitbit App
2025-08-02T15:24:00Z,20.13,Fitbit App
2025-08-02T15:25:00Z,21.40,Sense 2
2025-08-02T15:26:00Z,10.70,Sense 2
2025-08-02T15:27:00Z,11.40,Sense 2
2025-08-02T15:28:00Z,37.80,Sense 2
2025-08-02T15:29:00Z,23.50,Sense 2
2025-08-02T15:30:00Z,24.20,Sense 2
2025-08-02T15:31:00Z,29.20,Sense 2
2025-08-02T15:33:00Z,16.40,Sense 2
2025-08-02T15:41:00Z,14.20,Sense 2
2025-08-02T15:42:00Z,27.10,Sense 2
2025-08-02T15:43:00Z,38.50,Sense 2
2025-08-02T15:44:00Z,57.00,Sense 2
2025-08-02T15:45:00Z,50.60,Sense 2
2025-08-02T15:46:00Z,57.80,Sense 2
2025-08-02T15:47:00Z,67.00,Sense 2
2025-08-02T15:48:00Z,65.60,Sense 2
2025-08-02T15:49:00Z,41.30,Sense 2
2025-08-02T15:50:00Z,36.40,Sense 2
2025-08-02T15:51:00Z,66.30,Sense 2
2025-08-02T15:52:00Z,42.80,Sense 2
2025-08-02T15:56:00Z,7.80,Sense 2
2025-08-02T15:57:00Z,5.00,Sense 2
2025-08-02T15:59:00Z,7.80,Sense 2
2025-08-02T16:02:00Z,7.10,Sense 2
2025-08-02T16:04:00Z,4.20,Sense 2
2025-08-02T16:17:00Z,11.40,Sense 2
2025-08-02T16:18:00Z,14.20,Sense 2
2025-08-02T16:19:00Z,9.90,Sense 2
2025-08-02T16:20:00Z,39.90,Sense 2
2025-08-02T16:21:00Z,31.40,Sense 2
2025-08-02T16:22:00Z,6.40,Sense 2
2025-08-02T16:23:00Z,22.10,Sense 2
2025-08-02T16:24:00Z,34.20,Sense 2
2025-08-02T16:50:00Z,3.50,Sense 2
2025-08-02T16:53:00Z,7.10,Sense 2
2025-08-02T17:00:00Z,4.20,Sense 2
2025-08-02T17:09:00Z,7.10,Sense 2
2025-08-02T17:45:00Z,4.90,Sense 2
2025-08-02T21:27:00Z,7.80,Sense 2
2025-08-03T00:05:00Z,4.20,Sense 2
2025-08-03T00:06:00Z,6.40,Sense 2
2025-08-03T00:07:00Z,11.40,Sense 2
2025-08-03T00:08:00Z,2.80,Sense 2
2025-08-03T00:14:00Z,24.90,Sense 2
2025-08-03T00:48:00Z,3.50,Sense 2
2025-08-03T00:51:00Z,4.90,Sense 2
2025-08-03T00:55:00Z,5.70,Sense 2
2025-08-03T00:56:00Z,4.90,Sense 2
2025-08-03T00:58:00Z,3.50,Sense 2
2025-08-03T01:30:00Z,4.20,Sense 2
2025-08-03T01:31:00Z,5.70,Sense 2
2025-08-03T01:54:00Z,16.40,Sense 2
2025-08-03T01:58:00Z,2.80,Sense 2
2025-08-03T01:59:00Z,19.20,Sense 2
2025-08-03T02:00:00Z,39.20,Sense 2
2025-08-03T02:01:00Z,32.10,Sense 2
2025-08-03T02:02:00Z,5.00,Sense 2
2025-08-03T02:03:00Z,11.40,Sense 2
2025-08-03T02:04:00Z,14.90,Sense 2
2025-08-03T02:06:00Z,22.10,Sense 2
2025-08-03T02:07:00Z,5.70,Sense 2
2025-08-03T02:08:00Z,13.50,Sense 2
2025-08-03T02:09:00Z,41.40,Sense 2
2025-08-03T02:10:00Z,6.40,Sense 2
2025-08-03T02:12:00Z,4.20,Sense 2
2025-08-03T02:14:00Z,24.20,Sense 2
2025-08-03T02:16:00Z,13.42,Fitbit App
2025-08-03T02:17:00Z,11.41,Fitbit App
2025-08-03T02:20:00Z,10.07,Fitbit App
2025-08-03T02:22:00Z,4.70,Fitbit App
2025-08-03T02:23:00Z,14.09,Fitbit App
2025-08-03T02:24:00Z,6.04,Fitbit App
2025-08-03T02:25:00Z,8.72,Fitbit App
2025-08-03T02:26:00Z,16.10,Fitbit App
2025-08-03T02:27:00Z,5.37,Fitbit App
2025-08-03T02:29:00Z,7.38,Fitbit App
2025-08-03T02:30:00Z,12.08,Fitbit App
2025-08-03T02:37:00Z,6.04,Fitbit App
2025-08-03T02:46:00Z,6.04,Fitbit App
2025-08-03T02:47:00Z,4.03,Fitbit App
2025-08-03T02:49:00Z,10.07,Fitbit App
2025-08-03T02:52:00Z,5.37,Fitbit App
2025-08-03T02:53:00Z,8.05,Fitbit App
2025-08-03T02:54:00Z,22.14,Fitbit App
2025-08-03T02:55:00Z,3.50,Sense 2
2025-08-03T02:56:00Z,9.90,Sense 2
2025-08-03T02:57:00Z,12.10,Sense 2
2025-08-03T03:00:00Z,19.90,Sense 2
2025-08-03T03:01:00Z,9.20,Sense 2
2025-08-03T03:02:00Z,22.80,Sense 2
2025-08-03T03:03:00Z,2.80,Sense 2
2025-08-03T03:04:00Z,23.50,Sense 2
2025-08-03T03:07:00Z,21.40,Sense 2
2025-08-03T03:08:00Z,10.60,Sense 2
2025-08-03T03:09:00Z,2.80,Sense 2
2025-08-03T03:10:00Z,4.90,Sense 2
2025-08-03T03:11:00Z,24.90,Sense 2
2025-08-03T03:12:00Z,5.00,Sense 2
2025-08-03T03:13:00Z,24.90,Sense 2
2025-08-03T03:14:00Z,23.50,Sense 2
2025-08-03T03:15:00Z,5.70,Sense 2
2025-08-03T03:16:00Z,17.10,Sense 2
2025-08-03T03:17:00Z,18.50,Sense 2
2025-08-03T03:18:00Z,24.20,Sense 2
2025-08-03T03:19:00Z,20.60,Sense 2
2025-08-03T03:20:00Z,6.40,Sense 2
2025-08-03T03:21:00Z,11.40,Sense 2
2025-08-03T03:22:00Z,22.10,Sense 2
2025-08-03T03:24:00Z,19.90,Sense 2
2025-08-03T03:25:00Z,32.10,Sense 2
2025-08-03T03:28:00Z,5.70,Sense 2
2025-08-03T03:29:00Z,21.40,Sense 2
2025-08-03T03:39:00Z,4.90,Sense 2
2025-08-03T03:46:00Z,13.50,Sense 2
2025-08-03T03:47:00Z,10.70,Sense 2
2025-08-03T03:48:00Z,14.20,Sense 2
2025-08-03T03:49:00Z,27.80,Sense 2
2025-08-03T03:50:00Z,33.50,Sense 2
2025-08-03T03:51:00Z,34.90,Sense 2
2025-08-03T03:52:00Z,16.40,Sense 2
2025-08-03T03:53:00Z,29.90,Sense 2
2025-08-03T03:55:00Z,12.80,Sense 2
2025-08-03T03:56:00Z,18.50,Sense 2
2025-08-03T03:59:00Z,9.20,Sense 2
2025-08-03T04:00:00Z,18.50,Sense 2
2025-08-03T04:05:00Z,2.80,Sense 2
2025-08-03T04:07:00Z,5.70,Sense 2
2025-08-03T04:08:00Z,4.20,Sense 2
2025-08-03T04:09:00Z,8.50,Sense 2
2025-08-03T04:11:00Z,4.20,Sense 2
2025-08-03T04:18:00Z,9.20,Sense 2
2025-08-03T04:42:00Z,7.80,Sense 2
2025-08-03T04:43:00Z,4.20,Sense 2
2025-08-03T04:47:00Z,7.80,Sense 2
2025-08-03T05:00:00Z,5.70,Sense 2
2025-08-03T05:01:00Z,11.40,Sense 2
2025-08-03T05:02:00Z,18.50,Sense 2
2025-08-03T05:18:00Z,11.40,Sense 2
2025-08-03T05:19:00Z,7.80,Sense 2
2025-08-03T05:27:00Z,12.80,Sense 2
2025-08-03T05:33:00Z,11.40,Sense 2
2025-08-03T05:36:00Z,4.20,Sense 2
2025-08-03T05:37:00Z,4.20,Sense 2
2025-08-03T05:43:00Z,15.60,Sense 2
2025-08-03T06:09:00Z,9.20,Sense 2
2025-08-03T06:10:00Z,5.70,Sense 2
2025-08-03T06:52:00Z,3.50,Sense 2
2025-08-03T07:23:00Z,24.20,Sense 2
2025-08-03T07:24:00Z,7.80,Sense 2
2025-08-03T07:28:00Z,11.40,Sense 2
2025-08-03T07:40:00Z,4.90,Sense 2
2025-08-03T07:41:00Z,10.70,Sense 2
2025-08-03T07:44:00Z,6.40,Sense 2
2025-08-03T07:45:00Z,9.90,Sense 2
2025-08-03T08:38:00Z,13.50,Sense 2
2025-08-03T08:39:00Z,9.90,Sense 2
2025-08-03T08:46:00Z,7.10,Sense 2
2025-08-03T08:47:00Z,4.90,Sense 2
2025-08-03T08:53:00Z,5.70,Sense 2
2025-08-03T08:55:00Z,6.40,Sense 2
2025-08-03T08:56:00Z,5.70,Sense 2
2025-08-03T10:37:00Z,5.70,Sense 2
2025-08-03T10:59:00Z,4.90,Sense 2
2025-08-03T11:00:00Z,7.10,Sense 2
2025-08-03T11:18:00Z,5.00,Sense 2
2025-08-03T11:19:00Z,6.40,Sense 2
2025-08-03T11:23:00Z,11.40,Sense 2
2025-08-03T11:24:00Z,0.70,Sense 2
2025-08-03T11:29:00Z,11.40,Sense 2
2025-08-03T11:30:00Z,5.00,Sense 2
2025-08-03T11:32:00Z,44.90,Sense 2
2025-08-03T11:33:00Z,52.80,Sense 2
2025-08-03T11:34:00Z,9.20,Sense 2
2025-08-03T11:35:00Z,4.90,Sense 2
2025-08-03T11:38:00Z,15.70,Sense 2
2025-08-03T11:39:00Z,12.80,Sense 2
2025-08-03T11:42:00Z,12.80,Sense 2
2025-08-03T11:45:00Z,5.70,Sense 2
2025-08-03T11:52:00Z,7.10,Sense 2
2025-08-03T11:58:00Z,8.50,Sense 2
2025-08-03T12:08:00Z,4.20,Sense 2
2025-08-03T12:24:00Z,7.10,Sense 2
2025-08-03T12:28:00Z,7.80,Sense 2
2025-08-03T12:30:00Z,6.40,Sense 2
2025-08-03T13:17:00Z,5.70,Sense 2
2025-08-03T13:18:00Z,13.50,Sense 2
2025-08-03T13:22:00Z,5.70,Sense 2
2025-08-03T13:23:00Z,17.80,Sense 2
2025-08-03T13:26:00Z,14.90,Sense 2
2025-08-03T13:27:00Z,12.75,Fitbit App
2025-08-03T13:28:00Z,6.04,Fitbit App
2025-08-03T13:29:00Z,13.42,Fitbit App
2025-08-03T13:30:00Z,4.70,Fitbit App
2025-08-03T13:31:00Z,8.72,Fitbit App
2025-08-03T13:32:00Z,9.39,Fitbit App
2025-08-03T13:33:00Z,21.47,Fitbit App
2025-08-03T13:34:00Z,16.78,Fitbit App
2025-08-03T13:39:00Z,10.74,Fitbit App
2025-08-03T14:03:00Z,5.70,Sense 2
2025-08-03T14:04:00Z,5.70,Sense 2
2025-08-03T14:06:00Z,4.90,Sense 2
2025-08-03T14:07:00Z,4.20,Sense 2
2025-08-03T14:09:00Z,2.80,Sense 2
2025-08-03T14:11:00Z,7.10,Sense 2
2025-08-03T14:12:00Z,6.40,Sense 2
2025-08-03T14:14:00Z,9.90,Sense 2
2025-08-03T14:16:00Z,5.70,Sense 2
2025-08-03T14:17:00Z,14.20,Sense 2
2025-08-03T14:18:00Z,15.60,Sense 2
2025-08-03T14:19:00Z,15.60,Sense 2
2025-08-03T14:20:00Z,6.40,Sense 2
2025-08-03T14:21:00Z,4.90,Sense 2
2025-08-03T14:23:00Z,10.60,Sense 2
2025-08-03T14:25:00Z,20.60,Sense 2
2025-08-03T14:29:00Z,3.36,Fitbit App
2025-08-03T14:30:00Z,12.08,Fitbit App
2025-08-03T14:31:00Z,34.22,Fitbit App
2025-08-03T14:32:00Z,3.36,Fitbit App
2025-08-03T14:33:00Z,32.21,Fitbit App
2025-08-03T14:34:00Z,9.39,Fitbit App
2025-08-03T14:35:00Z,22.80,Sense 2
2025-08-03T14:36:00Z,16.40,Sense 2
2025-08-03T14:37:00Z,13.50,Sense 2
2025-08-03T14:38:00Z,6.40,Sense 2
2025-08-03T14:39:00Z,22.10,Sense 2
2025-08-03T14:40:00Z,18.50,Sense 2
2025-08-03T14:41:00Z,22.80,Sense 2
2025-08-03T14:43:00Z,4.20,Sense 2
2025-08-03T14:46:00Z,2.80,Sense 2
2025-08-03T14:51:00Z,13.50,Sense 2
2025-08-03T14:52:00Z,4.20,Sense 2
2025-08-03T14:54:00Z,12.10,Sense 2
2025-08-03T14:55:00Z,7.10,Sense 2
2025-08-03T14:57:00Z,3.50,Sense 2
2025-08-03T14:58:00Z,4.20,Sense 2
2025-08-03T15:02:00Z,13.50,Sense 2
2025-08-03T15:03:00Z,5.00,Sense 2
2025-08-03T15:04:00Z,23.50,Sense 2
2025-08-03T15:05:00Z,17.10,Sense 2
2025-08-03T15:06:00Z,18.50,Sense 2
2025-08-03T15:07:00Z,53.01,Fitbit App
2025-08-03T15:08:00Z,42.94,Fitbit App
2025-08-03T15:09:00Z,23.49,Fitbit App
2025-08-03T15:10:00Z,8.72,Fitbit App
2025-08-03T15:11:00Z,36.91,Fitbit App
2025-08-03T15:12:00Z,17.80,Sense 2
2025-08-03T15:13:00Z,4.20,Sense 2
2025-08-03T15:17:00Z,8.50,Sense 2
2025-08-03T15:18:00Z,18.50,Sense 2
2025-08-03T15:19:00Z,19.20,Sense 2
2025-08-03T15:21:00Z,12.80,Sense 2
2025-08-03T15:22:00Z,21.40,Sense 2
2025-08-03T15:33:00Z,5.70,Sense 2
2025-08-03T15:35:00Z,8.50,Sense 2
2025-08-03T15:37:00Z,5.70,Sense 2
2025-08-03T15:38:00Z,34.90,Sense 2
2025-08-03T15:39:00Z,21.40,Sense 2
2025-08-03T15:40:00Z,19.20,Sense 2
2025-08-03T15:41:00Z,17.80,Sense 2
2025-08-03T15:42:00Z,23.50,Sense 2
2025-08-03T15:43:00Z,29.20,Sense 2
2025-08-03T15:44:00Z,16.40,Sense 2
2025-08-03T15:56:00Z,12.80,Sense 2
2025-08-03T16:07:00Z,9.20,Sense 2
2025-08-03T16:10:00Z,4.20,Sense 2
2025-08-03T16:11:00Z,0.70,Sense 2
2025-08-03T16:48:00Z,8.50,Sense 2
2025-08-03T17:08:00Z,8.50,Sense 2
2025-08-03T17:09:00Z,15.60,Sense 2
2025-08-03T17:10:00Z,8.50,Sense 2
2025-08-03T18:25:00Z,4.20,Sense 2
2025-08-03T22:30:00Z,5.00,Sense 2
2025-08-03T22:45:00Z,7.10,Sense 2
2025-08-03T23:53:00Z,5.70,Sense 2
2025-08-03T23:54:00Z,17.80,Sense 2
2025-08-03T23:57:00Z,17.80,Sense 2
2025-08-04T00:21:00Z,13.50,Sense 2
2025-08-04T00:29:00Z,6.40,Sense 2
2025-08-04T00:35:00Z,7.10,Sense 2
2025-08-04T01:01:00Z,10.70,Sense 2
2025-08-04T01:05:00Z,10.70,Sense 2
2025-08-04T01:07:00Z,4.90,Sense 2
2025-08-04T01:31:00Z,3.50,Sense 2
2025-08-04T01:37:00Z,17.80,Sense 2
2025-08-04T01:38:00Z,32.10,Sense 2
2025-08-04T01:39:00Z,21.40,Sense 2
2025-08-04T01:40:00Z,27.10,Sense 2
2025-08-04T01:41:00Z,19.20,Sense 2
2025-08-04T01:42:00Z,10.70,Sense 2
2025-08-04T01:44:00Z,10.70,Sense 2
2025-08-04T01:45:00Z,7.80,Sense 2
2025-08-04T01:47:00Z,11.40,Sense 2
2025-08-04T01:51:00Z,17.10,Sense 2
2025-08-04T01:52:00Z,7.80,Sense 2
2025-08-04T01:54:00Z,21.40,Sense 2
2025-08-04T01:56:00Z,22.10,Sense 2
2025-08-04T01:57:00Z,38.50,Sense 2
2025-08-04T01:58:00Z,10.70,Sense 2
