start time,end time,data source
2025-08-13T00:46:00Z,2025-08-13T01:00:00Z,Fitbit App
2025-08-13T01:14:00Z,2025-08-13T01:40:00Z,Fitbit App
2025-08-13T02:07:00Z,2025-08-13T02:50:00Z,Fitbit App
2025-08-13T02:54:00Z,2025-08-13T04:25:00Z,Fitbit App
2025-08-13T04:27:00Z,2025-08-13T04:41:00Z,Fitbit App
2025-08-13T04:42:00Z,2025-08-13T06:25:00Z,Fitbit App
2025-08-13T06:30:00Z,2025-08-13T07:26:00Z,Fitbit App
2025-08-13T07:51:00Z,2025-08-13T08:31:00Z,Fitbit App
2025-08-13T08:32:00Z,2025-08-13T08:42:00Z,Fitbit App
2025-08-13T08:58:00Z,2025-08-13T09:27:00Z,Fitbit App
2025-08-13T09:36:00Z,2025-08-13T09:47:00Z,Fitbit App
2025-08-13T10:07:00Z,2025-08-13T11:56:00Z,Fitbit App
2025-08-13T12:06:00Z,2025-08-13T12:21:00Z,Fitbit App
2025-08-13T12:31:00Z,2025-08-13T14:11:00Z,Fitbit App
2025-08-13T14:20:00Z,2025-08-13T15:09:00Z,Fitbit App
2025-08-13T22:33:00Z,2025-08-13T22:45:00Z,Fitbit App
2025-08-13T23:15:00Z,2025-08-13T23:25:00Z,Fitbit App
