start time,end time,data source
2025-07-23T03:19:00Z,2025-07-23T03:34:00Z,Fitbit App
2025-07-23T05:28:00Z,2025-07-23T05:38:00Z,Fitbit App
2025-07-23T06:28:00Z,2025-07-23T06:41:00Z,Fitbit App
2025-07-23T06:42:00Z,2025-07-23T07:21:00Z,Fitbit App
2025-07-23T08:17:00Z,2025-07-23T08:37:00Z,Fitbit App
2025-07-23T08:43:00Z,2025-07-23T09:56:00Z,Fitbit App
2025-07-23T10:13:00Z,2025-07-23T11:00:00Z,Fitbit App
2025-07-23T11:03:00Z,2025-07-23T12:10:00Z,Fitbit App
2025-07-23T12:11:00Z,2025-07-23T12:37:00Z,Fitbit App
2025-07-23T12:58:00Z,2025-07-23T13:19:00Z,Fitbit App
2025-07-23T21:24:00Z,2025-07-23T22:08:00Z,Fitbit App
2025-07-23T22:20:00Z,2025-07-23T22:33:00Z,Fitbit App
2025-07-23T23:26:00Z,2025-07-23T23:36:00Z,Fitbit App
