start time,end time,data source
2025-08-18T00:49:00Z,2025-08-18T01:47:00Z,Fitbit App
2025-08-18T02:12:00Z,2025-08-18T03:33:00Z,Fitbit App
2025-08-18T04:09:00Z,2025-08-18T04:42:00Z,Fitbit App
2025-08-18T04:49:00Z,2025-08-18T05:40:00Z,Fitbit App
2025-08-18T06:07:00Z,2025-08-18T08:05:00Z,Fitbit App
2025-08-18T08:06:00Z,2025-08-18T08:45:00Z,Fitbit App
2025-08-18T08:57:00Z,2025-08-18T09:35:00Z,Fitbit App
2025-08-18T09:46:00Z,2025-08-18T10:02:00Z,Fitbit App
2025-08-18T10:07:00Z,2025-08-18T11:27:00Z,Fitbit App
2025-08-18T11:34:00Z,2025-08-18T14:44:00Z,Fitbit App
