timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-08-01T11:38:49Z,0,0,0,Sense 2
2025-08-01T11:38:50Z,1,0,-304,Sense 2
2025-08-01T11:38:51Z,2,100,0,Sense 2
2025-08-01T11:38:52Z,2,220,0,Sense 2
2025-08-01T11:38:53Z,2,340,0,Sense 2
2025-08-01T11:38:54Z,1,480,-304,Sense 2
2025-08-01T11:38:55Z,2,610,0,Sense 2
2025-08-01T11:38:56Z,1,680,304,Sense 2
2025-08-01T11:38:57Z,2,730,-304,Sense 2
2025-08-01T11:38:58Z,1,760,304,Sense 2
2025-08-01T11:38:59Z,2,790,0,Sense 2
2025-08-01T11:39:00Z,2,830,-304,Sense 2
2025-08-01T11:39:01Z,1,1060,609,Sense 2
2025-08-01T11:39:02Z,2,1070,-304,Sense 2
2025-08-01T11:39:03Z,1,1080,0,Sense 2
2025-08-01T11:39:04Z,2,1100,304,Sense 2
2025-08-01T11:39:05Z,1,1070,-304,Sense 2
2025-08-01T11:39:06Z,2,1080,0,Sense 2
2025-08-01T11:39:07Z,2,1100,0,Sense 2
2025-08-01T11:39:08Z,1,1100,609,Sense 2
2025-08-01T11:39:09Z,2,1110,0,Sense 2
2025-08-01T11:39:10Z,2,1150,-609,Sense 2
2025-08-01T11:39:11Z,1,1140,304,Sense 2
2025-08-01T11:39:12Z,2,1150,0,Sense 2
2025-08-01T11:39:13Z,2,1180,-304,Sense 2
2025-08-01T11:39:14Z,1,1180,0,Sense 2
2025-08-01T11:39:15Z,2,1180,0,Sense 2
2025-08-01T11:39:16Z,1,1170,0,Sense 2
2025-08-01T11:39:17Z,2,1180,0,Sense 2
2025-08-01T11:39:18Z,2,1170,0,Sense 2
2025-08-01T11:39:19Z,1,1170,609,Sense 2
2025-08-01T11:39:20Z,2,1170,-609,Sense 2
2025-08-01T11:39:21Z,1,1170,0,Sense 2
2025-08-01T11:39:22Z,2,1180,0,Sense 2
2025-08-01T11:39:23Z,2,1170,0,Sense 2
2025-08-01T11:39:24Z,1,1160,914,Sense 2
2025-08-01T11:39:25Z,2,1170,-609,Sense 2
2025-08-01T11:39:26Z,1,1160,0,Sense 2
2025-08-01T11:39:27Z,2,1160,0,Sense 2
2025-08-01T11:39:28Z,1,1170,304,Sense 2
2025-08-01T11:39:29Z,2,1150,-609,Sense 2
2025-08-01T11:39:30Z,1,1160,304,Sense 2
2025-08-01T11:39:31Z,2,1160,-304,Sense 2
2025-08-01T11:39:32Z,0,1070,0,Sense 2
2025-08-01T11:39:33Z,0,990,0,Sense 2
2025-08-01T11:39:34Z,0,840,-304,Sense 2
2025-08-01T11:39:35Z,0,0,304,Sense 2
2025-08-01T11:39:36Z,0,0,0,Sense 2
2025-08-01T11:39:37Z,0,0,304,Sense 2
2025-08-01T11:39:38Z,0,0,-609,Sense 2
2025-08-01T11:39:39Z,0,0,304,Sense 2
2025-08-01T11:39:40Z,1,0,-304,Sense 2
2025-08-01T11:39:41Z,2,0,0,Sense 2
2025-08-01T11:39:42Z,1,0,304,Sense 2
2025-08-01T11:39:43Z,1,0,0,Sense 2
2025-08-01T11:39:44Z,3,130,0,Sense 2
2025-08-01T11:39:45Z,1,260,-304,Sense 2
2025-08-01T11:39:46Z,1,390,304,Sense 2
2025-08-01T11:39:47Z,0,490,609,Sense 2
2025-08-01T11:39:48Z,0,560,-914,Sense 2
2025-08-01T11:39:49Z,0,0,0,Sense 2
2025-08-01T11:39:50Z,0,0,304,Sense 2
2025-08-01T11:39:51Z,0,0,0,Sense 2
2025-08-01T11:39:52Z,0,0,0,Sense 2
2025-08-01T11:39:53Z,0,0,-304,Sense 2
2025-08-01T11:39:54Z,0,0,304,Sense 2
2025-08-01T11:39:55Z,0,0,-304,Sense 2
2025-08-01T11:39:56Z,0,0,0,Sense 2
2025-08-01T11:39:57Z,0,0,0,Sense 2
2025-08-01T11:39:58Z,0,0,0,Sense 2
2025-08-01T11:39:59Z,0,0,0,Sense 2
2025-08-01T11:40:00Z,0,0,0,Sense 2
2025-08-01T11:40:01Z,1,0,0,Sense 2
2025-08-01T11:40:02Z,1,0,0,Sense 2
2025-08-01T11:40:03Z,0,0,0,Sense 2
2025-08-01T11:40:04Z,2,0,0,Sense 2
2025-08-01T11:40:05Z,0,0,0,Sense 2
2025-08-01T11:40:06Z,1,0,0,Sense 2
2025-08-01T11:40:07Z,3,0,0,Sense 2
2025-08-01T11:40:08Z,1,0,0,Sense 2
2025-08-01T11:40:09Z,1,0,0,Sense 2
2025-08-01T11:40:10Z,2,0,304,Sense 2
2025-08-01T11:40:11Z,0,0,-304,Sense 2
2025-08-01T11:40:12Z,2,0,0,Sense 2
2025-08-01T11:40:13Z,1,130,0,Sense 2
2025-08-01T11:40:14Z,2,300,0,Sense 2
2025-08-01T11:40:15Z,1,460,0,Sense 2
2025-08-01T11:40:16Z,2,650,0,Sense 2
2025-08-01T11:40:17Z,1,820,0,Sense 2
2025-08-01T11:40:18Z,1,850,0,Sense 2
2025-08-01T11:40:19Z,0,810,0,Sense 2
2025-08-01T11:40:20Z,0,730,0,Sense 2
2025-08-01T11:40:21Z,0,0,0,Sense 2
2025-08-01T11:40:22Z,0,0,-304,Sense 2
2025-08-01T11:40:23Z,2,0,0,Sense 2
2025-08-01T11:40:24Z,2,0,0,Sense 2
2025-08-01T11:40:25Z,0,0,0,Sense 2
2025-08-01T11:40:26Z,0,0,-304,Sense 2
2025-08-01T11:40:27Z,0,0,304,Sense 2
2025-08-01T11:40:28Z,0,0,0,Sense 2
2025-08-01T11:40:29Z,0,0,0,Sense 2
2025-08-01T11:40:30Z,0,0,0,Sense 2
2025-08-01T11:40:31Z,0,0,0,Sense 2
2025-08-01T11:40:32Z,0,0,304,Sense 2
2025-08-01T11:40:33Z,0,0,-304,Sense 2
2025-08-01T11:40:34Z,0,0,-304,Sense 2
2025-08-01T11:40:35Z,0,0,304,Sense 2
2025-08-01T11:40:36Z,0,0,304,Sense 2
2025-08-01T11:40:37Z,0,0,-304,Sense 2
2025-08-01T11:40:38Z,0,0,0,Sense 2
2025-08-01T11:40:39Z,0,0,0,Sense 2
2025-08-01T11:40:40Z,0,0,0,Sense 2
2025-08-01T11:40:41Z,0,0,0,Sense 2
2025-08-01T11:40:42Z,0,0,0,Sense 2
2025-08-01T11:40:43Z,0,0,-304,Sense 2
2025-08-01T11:40:44Z,0,0,0,Sense 2
2025-08-01T11:40:45Z,0,0,304,Sense 2
2025-08-01T11:40:46Z,0,0,0,Sense 2
2025-08-01T11:40:47Z,0,0,0,Sense 2
2025-08-01T11:40:48Z,0,0,-304,Sense 2
2025-08-01T11:40:49Z,0,0,304,Sense 2
2025-08-01T11:40:50Z,0,0,-304,Sense 2
2025-08-01T11:40:51Z,0,0,304,Sense 2
2025-08-01T11:40:52Z,0,0,-304,Sense 2
2025-08-01T11:40:53Z,0,0,304,Sense 2
2025-08-01T11:40:54Z,0,0,0,Sense 2
2025-08-01T11:40:55Z,0,0,0,Sense 2
2025-08-01T11:40:56Z,0,0,0,Sense 2
2025-08-01T11:40:57Z,0,0,0,Sense 2
2025-08-01T11:40:58Z,0,0,0,Sense 2
2025-08-01T11:40:59Z,0,0,0,Sense 2
2025-08-01T11:41:00Z,0,0,0,Sense 2
2025-08-01T11:41:01Z,0,0,0,Sense 2
2025-08-01T11:41:02Z,0,0,0,Sense 2
2025-08-01T11:41:03Z,0,0,0,Sense 2
2025-08-01T11:41:04Z,0,0,0,Sense 2
2025-08-01T11:41:05Z,0,0,0,Sense 2
2025-08-01T11:41:06Z,0,0,0,Sense 2
2025-08-01T11:41:07Z,0,0,0,Sense 2
2025-08-01T11:41:08Z,0,0,-304,Sense 2
2025-08-01T11:41:09Z,0,0,304,Sense 2
2025-08-01T11:41:10Z,0,0,-304,Sense 2
2025-08-01T11:41:11Z,0,0,0,Sense 2
2025-08-01T11:41:12Z,0,0,0,Sense 2
2025-08-01T11:41:13Z,0,0,0,Sense 2
2025-08-01T11:41:14Z,0,0,304,Sense 2
2025-08-01T11:41:15Z,0,0,-304,Sense 2
2025-08-01T11:41:16Z,0,0,0,Sense 2
2025-08-01T11:41:17Z,0,0,304,Sense 2
2025-08-01T11:41:18Z,0,0,-304,Sense 2
2025-08-01T11:41:19Z,0,0,304,Sense 2
2025-08-01T11:41:20Z,0,0,0,Sense 2
2025-08-01T11:41:21Z,0,0,-304,Sense 2
2025-08-01T11:41:22Z,0,0,0,Sense 2
2025-08-01T11:41:23Z,0,0,304,Sense 2
2025-08-01T11:41:24Z,0,0,0,Sense 2
2025-08-01T11:41:25Z,0,0,0,Sense 2
2025-08-01T11:41:26Z,0,0,-304,Sense 2
2025-08-01T11:41:27Z,0,0,304,Sense 2
2025-08-01T11:41:28Z,0,0,0,Sense 2
2025-08-01T11:41:29Z,0,0,-304,Sense 2
2025-08-01T11:41:30Z,0,0,0,Sense 2
2025-08-01T11:41:31Z,0,0,0,Sense 2
2025-08-01T11:41:32Z,0,0,0,Sense 2
2025-08-01T11:41:33Z,0,0,0,Sense 2
2025-08-01T11:41:34Z,0,0,304,Sense 2
2025-08-01T11:41:35Z,0,0,-304,Sense 2
2025-08-01T11:41:36Z,0,0,0,Sense 2
2025-08-01T11:41:37Z,0,0,-304,Sense 2
2025-08-01T11:41:38Z,0,0,304,Sense 2
2025-08-01T11:41:39Z,0,0,0,Sense 2
2025-08-01T11:41:40Z,0,0,0,Sense 2
2025-08-01T11:41:41Z,0,0,0,Sense 2
2025-08-01T11:41:42Z,0,0,0,Sense 2
2025-08-01T11:41:43Z,0,0,0,Sense 2
2025-08-01T11:41:44Z,0,0,0,Sense 2
2025-08-01T11:41:45Z,0,0,0,Sense 2
2025-08-01T11:41:46Z,0,0,304,Sense 2
2025-08-01T11:41:47Z,0,0,-304,Sense 2
2025-08-01T11:41:48Z,0,0,0,Sense 2
2025-08-01T11:41:49Z,0,0,0,Sense 2
2025-08-01T11:41:50Z,0,0,0,Sense 2
2025-08-01T11:41:51Z,0,0,0,Sense 2
2025-08-01T11:41:52Z,0,0,0,Sense 2
2025-08-01T11:41:53Z,0,0,0,Sense 2
2025-08-01T11:41:54Z,0,0,0,Sense 2
2025-08-01T11:41:55Z,0,0,0,Sense 2
2025-08-01T11:41:56Z,0,0,0,Sense 2
2025-08-01T11:41:57Z,0,0,0,Sense 2
2025-08-01T11:41:58Z,0,0,0,Sense 2
2025-08-01T11:41:59Z,0,0,304,Sense 2
2025-08-01T11:42:00Z,0,0,-304,Sense 2
2025-08-01T11:42:01Z,0,0,0,Sense 2
2025-08-01T11:42:02Z,0,0,0,Sense 2
2025-08-01T11:42:03Z,0,0,0,Sense 2
2025-08-01T11:42:04Z,2,0,304,Sense 2
2025-08-01T11:42:05Z,2,0,304,Sense 2
2025-08-01T11:42:06Z,0,0,0,Sense 2
2025-08-01T11:42:07Z,0,0,-304,Sense 2
2025-08-01T11:42:08Z,0,0,0,Sense 2
2025-08-01T11:42:09Z,0,0,304,Sense 2
2025-08-01T11:42:10Z,0,0,-304,Sense 2
2025-08-01T11:42:11Z,0,0,0,Sense 2
2025-08-01T11:42:12Z,0,0,304,Sense 2
2025-08-01T11:42:13Z,0,0,-304,Sense 2
2025-08-01T11:42:14Z,0,0,0,Sense 2
2025-08-01T11:42:15Z,0,0,0,Sense 2
2025-08-01T11:42:16Z,0,0,0,Sense 2
2025-08-01T11:42:17Z,0,0,-304,Sense 2
2025-08-01T11:42:18Z,0,0,609,Sense 2
2025-08-01T11:42:19Z,0,0,-609,Sense 2
2025-08-01T11:42:20Z,0,0,304,Sense 2
2025-08-01T11:42:21Z,0,0,304,Sense 2
2025-08-01T11:42:22Z,0,0,-304,Sense 2
2025-08-01T11:42:23Z,0,0,304,Sense 2
2025-08-01T11:42:24Z,0,0,-609,Sense 2
2025-08-01T11:42:25Z,0,0,0,Sense 2
2025-08-01T11:42:26Z,0,0,0,Sense 2
