start time,end time,data source
2025-08-30T03:51:00Z,2025-08-30T04:19:00Z,Fitbit App
2025-08-30T04:20:00Z,2025-08-30T05:03:00Z,Fitbit App
2025-08-30T05:08:00Z,2025-08-30T06:50:00Z,Fitbit App
2025-08-30T07:08:00Z,2025-08-30T07:47:00Z,Fitbit App
2025-08-30T07:52:00Z,2025-08-30T08:49:00Z,Fitbit App
2025-08-30T08:56:00Z,2025-08-30T10:00:00Z,Fitbit App
2025-08-30T10:23:00Z,2025-08-30T10:45:00Z,Fitbit App
2025-08-30T10:55:00Z,2025-08-30T11:05:00Z,Fitbit App
2025-08-30T11:07:00Z,2025-08-30T11:32:00Z,Fitbit App
2025-08-30T12:56:00Z,2025-08-30T14:45:00Z,Fitbit App
2025-08-30T15:04:00Z,2025-08-30T17:00:00Z,Fitbit App
