timestamp,steps,distance millimeters,altitude gain millimeters,data source
2025-07-30T01:04:13Z,2,0,0,Sense 2
2025-07-30T01:04:14Z,2,0,-304,Sense 2
2025-07-30T01:04:15Z,1,0,-304,Sense 2
2025-07-30T01:04:16Z,2,100,304,Sense 2
2025-07-30T01:04:17Z,2,230,0,Sense 2
2025-07-30T01:04:18Z,1,370,304,Sense 2
2025-07-30T01:04:19Z,2,520,0,Sense 2
2025-07-30T01:04:20Z,1,670,-609,Sense 2
2025-07-30T01:04:21Z,2,740,0,Sense 2
2025-07-30T01:04:22Z,2,780,609,Sense 2
2025-07-30T01:04:23Z,1,820,0,Sense 2
2025-07-30T01:04:24Z,2,840,0,Sense 2
2025-07-30T01:04:25Z,1,880,0,Sense 2
2025-07-30T01:04:26Z,2,1090,0,Sense 2
2025-07-30T01:04:27Z,2,1100,0,Sense 2
2025-07-30T01:04:28Z,0,1070,-304,Sense 2
2025-07-30T01:04:29Z,2,1050,0,Sense 2
2025-07-30T01:04:30Z,2,1070,0,Sense 2
2025-07-30T01:04:31Z,1,1070,-304,Sense 2
2025-07-30T01:04:32Z,2,1070,304,Sense 2
2025-07-30T01:04:33Z,1,1090,-304,Sense 2
2025-07-30T01:04:34Z,1,1090,-304,Sense 2
2025-07-30T01:04:35Z,2,1090,609,Sense 2
2025-07-30T01:04:36Z,2,1110,-609,Sense 2
2025-07-30T01:04:37Z,1,1120,304,Sense 2
2025-07-30T01:04:38Z,2,1120,0,Sense 2
2025-07-30T01:04:39Z,1,1110,0,Sense 2
2025-07-30T01:04:40Z,2,1120,-304,Sense 2
2025-07-30T01:04:41Z,2,1130,0,Sense 2
2025-07-30T01:04:42Z,2,1150,0,Sense 2
2025-07-30T01:04:43Z,1,1160,0,Sense 2
2025-07-30T01:04:44Z,2,1190,0,Sense 2
2025-07-30T01:04:45Z,1,1180,304,Sense 2
2025-07-30T01:04:46Z,2,1190,0,Sense 2
2025-07-30T01:04:47Z,1,1180,-304,Sense 2
2025-07-30T01:04:48Z,1,1180,304,Sense 2
2025-07-30T01:04:49Z,0,1060,0,Sense 2
2025-07-30T01:04:50Z,0,940,304,Sense 2
2025-07-30T01:04:51Z,0,0,0,Sense 2
2025-07-30T01:04:52Z,0,0,0,Sense 2
2025-07-30T01:04:53Z,0,0,-304,Sense 2
2025-07-30T01:04:54Z,0,0,609,Sense 2
2025-07-30T01:04:55Z,0,0,-304,Sense 2
2025-07-30T01:04:56Z,0,0,-304,Sense 2
2025-07-30T01:04:57Z,0,0,609,Sense 2
2025-07-30T01:04:58Z,0,0,-304,Sense 2
2025-07-30T01:04:59Z,0,0,-304,Sense 2
2025-07-30T01:05:00Z,0,0,0,Sense 2
2025-07-30T01:05:01Z,0,0,304,Sense 2
2025-07-30T01:05:02Z,0,0,304,Sense 2
2025-07-30T01:05:03Z,0,0,0,Sense 2
2025-07-30T01:05:04Z,0,0,0,Sense 2
2025-07-30T01:05:05Z,0,0,0,Sense 2
2025-07-30T01:05:06Z,0,0,-304,Sense 2
2025-07-30T01:05:07Z,0,0,304,Sense 2
2025-07-30T01:05:08Z,0,0,0,Sense 2
2025-07-30T01:05:09Z,0,0,-304,Sense 2
2025-07-30T01:05:10Z,0,0,0,Sense 2
2025-07-30T01:05:11Z,0,0,0,Sense 2
2025-07-30T01:05:12Z,0,0,304,Sense 2
2025-07-30T01:05:13Z,0,0,-609,Sense 2
2025-07-30T01:05:14Z,0,0,304,Sense 2
2025-07-30T01:05:15Z,0,0,-304,Sense 2
2025-07-30T01:05:16Z,0,0,304,Sense 2
2025-07-30T01:05:17Z,0,0,0,Sense 2
2025-07-30T01:05:18Z,0,0,-304,Sense 2
2025-07-30T01:05:19Z,0,0,0,Sense 2
2025-07-30T01:05:20Z,0,0,0,Sense 2
2025-07-30T01:05:21Z,0,0,0,Sense 2
2025-07-30T01:05:22Z,0,0,609,Sense 2
2025-07-30T01:05:23Z,0,0,-304,Sense 2
2025-07-30T01:05:24Z,0,0,0,Sense 2
2025-07-30T01:05:25Z,0,0,0,Sense 2
2025-07-30T01:05:26Z,0,0,0,Sense 2
2025-07-30T01:05:27Z,0,0,0,Sense 2
2025-07-30T01:05:28Z,0,0,0,Sense 2
2025-07-30T01:05:29Z,0,0,304,Sense 2
2025-07-30T01:05:30Z,0,0,0,Sense 2
2025-07-30T01:05:31Z,0,0,-304,Sense 2
2025-07-30T01:05:32Z,0,0,0,Sense 2
