timestamp,latitude,longitude,altitude,data source
2025-08-04T01:58:37Z,13.727262,100.493322,-19.8,Sense 2
2025-08-04T01:58:38Z,13.727332,100.493352,-20.5,Sense 2
2025-08-04T01:58:39Z,13.727413,100.493383,-20.9,Sense 2
2025-08-04T01:58:40Z,13.727508,100.493417,-20.5,Sense 2
2025-08-04T01:58:41Z,13.727607,100.493450,-20.7,Sense 2
2025-08-04T01:58:42Z,13.727708,100.493483,-21.0,Sense 2
2025-08-04T01:58:43Z,13.727812,100.493508,-20.8,Sense 2
2025-08-04T01:58:44Z,13.727908,100.493535,-20.6,Sense 2
2025-08-04T01:58:45Z,13.727988,100.493557,-20.0,Sense 2
2025-08-04T01:58:46Z,13.728067,100.493578,-20.2,Sense 2
2025-08-04T01:58:47Z,13.728142,100.493600,-20.099,Sense 2
2025-08-04T01:58:48Z,13.728208,100.493618,-19.599,Sense 2
2025-08-04T01:58:49Z,13.728268,100.493637,-18.799,Sense 2
2025-08-04T01:58:50Z,13.728315,100.493650,-18.799,Sense 2
2025-08-04T01:58:51Z,13.728362,100.493673,-17.699,Sense 2
2025-08-04T01:58:52Z,13.728410,100.493695,-17.199,Sense 2
2025-08-04T01:58:53Z,13.728458,100.493713,-16.499,Sense 2
2025-08-04T01:58:54Z,13.728492,100.493718,-17.499,Sense 2
2025-08-04T01:58:55Z,13.728540,100.493732,-16.5,Sense 2
2025-08-04T01:58:56Z,13.728575,100.493748,-16.9,Sense 2
2025-08-04T01:58:57Z,13.728602,100.493757,-18.0,Sense 2
2025-08-04T01:58:58Z,13.728632,100.493762,-18.5,Sense 2
2025-08-04T01:58:59Z,13.728667,100.493773,-17.9,Sense 2
2025-08-04T01:59:00Z,13.728692,100.493775,-17.299,Sense 2
2025-08-04T01:59:01Z,13.728710,100.493785,-18.299,Sense 2
2025-08-04T01:59:02Z,13.728723,100.493788,-20.099,Sense 2
2025-08-04T01:59:03Z,13.728735,100.493788,-20.799,Sense 2
2025-08-04T01:59:04Z,13.728743,100.493788,-21.4,Sense 2
2025-08-04T01:59:05Z,13.728747,100.493785,-22.099,Sense 2
2025-08-04T01:59:06Z,13.728750,100.493782,-22.299,Sense 2
2025-08-04T01:59:07Z,13.728755,100.493775,-22.599,Sense 2
2025-08-04T01:59:08Z,13.728758,100.493772,-22.799,Sense 2
2025-08-04T01:59:09Z,13.728758,100.493772,-22.199,Sense 2
2025-08-04T01:59:10Z,13.728762,100.493773,-21.799,Sense 2
2025-08-04T01:59:11Z,13.728767,100.493778,-21.799,Sense 2
2025-08-04T01:59:12Z,13.728777,100.493780,-22.099,Sense 2
2025-08-04T01:59:13Z,13.728787,100.493780,-21.8,Sense 2
2025-08-04T01:59:14Z,13.728795,100.493783,-21.9,Sense 2
2025-08-04T01:59:15Z,13.728805,100.493788,-21.6,Sense 2
2025-08-04T01:59:16Z,13.728813,100.493792,-21.7,Sense 2
2025-08-04T01:59:17Z,13.728825,100.493797,-22.8,Sense 2
2025-08-04T01:59:18Z,13.728832,100.493798,-22.8,Sense 2
2025-08-04T01:59:19Z,13.728835,100.493800,-22.8,Sense 2
2025-08-04T01:59:20Z,13.728837,100.493802,-23.2,Sense 2
2025-08-04T01:59:21Z,13.728840,100.493802,-24.0,Sense 2
2025-08-04T01:59:22Z,13.728840,100.493807,-24.4,Sense 2
2025-08-04T01:59:23Z,13.728840,100.493808,-24.099,Sense 2
2025-08-04T01:59:24Z,13.728842,100.493812,-23.2,Sense 2
2025-08-04T01:59:25Z,13.728842,100.493817,-22.2,Sense 2
2025-08-04T01:59:26Z,13.728847,100.493820,-22.0,Sense 2
2025-08-04T01:59:27Z,13.728855,100.493825,-21.3,Sense 2
2025-08-04T01:59:28Z,13.728863,100.493825,-21.0,Sense 2
2025-08-04T01:59:29Z,13.728870,100.493823,-20.5,Sense 2
2025-08-04T01:59:30Z,13.728878,100.493822,-20.4,Sense 2
2025-08-04T01:59:31Z,13.728888,100.493820,-19.6,Sense 2
2025-08-04T01:59:32Z,13.728905,100.493822,-18.8,Sense 2
2025-08-04T01:59:33Z,13.728933,100.493833,-18.3,Sense 2
2025-08-04T01:59:34Z,13.728972,100.493852,-19.9,Sense 2
2025-08-04T01:59:35Z,13.729007,100.493870,-20.6,Sense 2
2025-08-04T01:59:36Z,13.729048,100.493888,-21.0,Sense 2
2025-08-04T01:59:37Z,13.729087,100.493900,-22.5,Sense 2
2025-08-04T01:59:38Z,13.729117,100.493912,-23.0,Sense 2
2025-08-04T01:59:39Z,13.729142,100.493922,-24.0,Sense 2
2025-08-04T01:59:40Z,13.729163,100.493930,-24.3,Sense 2
2025-08-04T01:59:41Z,13.729187,100.493938,-24.0,Sense 2
2025-08-04T01:59:42Z,13.729213,100.493948,-23.5,Sense 2
2025-08-04T01:59:43Z,13.729240,100.493957,-23.8,Sense 2
2025-08-04T01:59:44Z,13.729268,100.493967,-24.5,Sense 2
2025-08-04T01:59:45Z,13.729293,100.493977,-25.1,Sense 2
2025-08-04T01:59:46Z,13.729315,100.493987,-26.1,Sense 2
2025-08-04T01:59:47Z,13.729335,100.493995,-26.3,Sense 2
2025-08-04T01:59:48Z,13.729358,100.494002,-26.9,Sense 2
2025-08-04T01:59:49Z,13.729385,100.494015,-25.8,Sense 2
2025-08-04T01:59:50Z,13.729412,100.494027,-25.7,Sense 2
2025-08-04T01:59:51Z,13.729435,100.494042,-25.0,Sense 2
2025-08-04T01:59:52Z,13.729465,100.494057,-24.8,Sense 2
2025-08-04T01:59:53Z,13.729493,100.494073,-23.6,Sense 2
2025-08-04T01:59:54Z,13.729523,100.494083,-22.9,Sense 2
2025-08-04T01:59:55Z,13.729552,100.494095,-22.8,Sense 2
2025-08-04T01:59:56Z,13.729578,100.494107,-24.3,Sense 2
2025-08-04T01:59:57Z,13.729600,100.494120,-25.3,Sense 2
2025-08-04T01:59:58Z,13.729625,100.494135,-23.6,Sense 2
2025-08-04T01:59:59Z,13.729655,100.494148,-23.2,Sense 2
2025-08-04T02:00:00Z,13.729683,100.494155,-22.1,Sense 2
2025-08-04T02:00:01Z,13.729698,100.494157,-24.0,Sense 2
2025-08-04T02:00:02Z,13.729702,100.494153,-24.2,Sense 2
2025-08-04T02:00:03Z,13.729705,100.494152,-24.4,Sense 2
2025-08-04T02:00:04Z,13.729712,100.494152,-25.2,Sense 2
2025-08-04T02:00:05Z,13.729725,100.494153,-25.7,Sense 2
2025-08-04T02:00:06Z,13.729738,100.494155,-26.3,Sense 2
2025-08-04T02:00:07Z,13.729750,100.494158,-26.4,Sense 2
2025-08-04T02:00:08Z,13.729758,100.494163,-26.299,Sense 2
2025-08-04T02:00:09Z,13.729768,100.494170,-25.999,Sense 2
2025-08-04T02:00:10Z,13.729783,100.494177,-25.799,Sense 2
2025-08-04T02:00:11Z,13.729792,100.494182,-26.799,Sense 2
2025-08-04T02:00:12Z,13.729798,100.494183,-26.699,Sense 2
2025-08-04T02:00:13Z,13.729808,100.494187,-26.699,Sense 2
2025-08-04T02:00:14Z,13.729818,100.494192,-26.499,Sense 2
2025-08-04T02:00:15Z,13.729822,100.494193,-26.399,Sense 2
2025-08-04T02:00:16Z,13.729827,100.494195,-26.5,Sense 2
2025-08-04T02:00:17Z,13.729843,100.494198,-25.9,Sense 2
2025-08-04T02:00:18Z,13.729865,100.494205,-25.799,Sense 2
2025-08-04T02:00:19Z,13.729882,100.494212,-25.4,Sense 2
2025-08-04T02:00:20Z,13.729897,100.494217,-25.599,Sense 2
2025-08-04T02:00:21Z,13.729907,100.494220,-25.099,Sense 2
2025-08-04T02:00:22Z,13.729912,100.494220,-24.499,Sense 2
2025-08-04T02:00:23Z,13.729923,100.494222,-23.999,Sense 2
2025-08-04T02:00:24Z,13.729937,100.494225,-24.099,Sense 2
2025-08-04T02:00:25Z,13.729953,100.494232,-24.3,Sense 2
2025-08-04T02:00:26Z,13.729970,100.494240,-24.5,Sense 2
2025-08-04T02:00:27Z,13.729988,100.494248,-24.9,Sense 2
2025-08-04T02:00:28Z,13.730003,100.494253,-25.599,Sense 2
2025-08-04T02:00:29Z,13.730015,100.494257,-26.299,Sense 2
2025-08-04T02:00:30Z,13.730023,100.494258,-26.699,Sense 2
2025-08-04T02:00:31Z,13.730033,100.494262,-27.099,Sense 2
