timestamp,root mean square of successive differences milliseconds,standard deviation milliseconds,data source
2025-09-01T02:25:00Z,53.737,0.0,Fitbit App
2025-09-01T02:30:00Z,52.135,0.0,Fitbit App
2025-09-01T02:35:00Z,51.352,0.0,Fitbit App
2025-09-01T02:40:00Z,52.735,0.0,Fitbit App
2025-09-01T02:45:00Z,51.142,0.0,Fitbit App
2025-09-01T02:50:00Z,53.942,0.0,Fitbit App
2025-09-01T02:55:00Z,55.297,0.0,Fitbit App
2025-09-01T03:00:00Z,49.681,0.0,Fitbit App
2025-09-01T03:05:00Z,37.09,0.0,Fitbit App
2025-09-01T03:10:00Z,32.705,0.0,Fitbit App
2025-09-01T03:15:00Z,33.75,0.0,Fitbit App
2025-09-01T03:20:00Z,37.821,0.0,Fitbit App
2025-09-01T03:25:00Z,27.399,0.0,Fitbit App
2025-09-01T03:30:00Z,40.015,0.0,Fitbit App
2025-09-01T03:35:00Z,49.953,0.0,Fitbit App
2025-09-01T03:40:00Z,50.723,0.0,Fitbit App
2025-09-01T03:45:00Z,55.806,0.0,Fitbit App
2025-09-01T03:50:00Z,55.735,0.0,Fitbit App
2025-09-01T03:55:00Z,56.582,0.0,Fitbit App
2025-09-01T04:00:00Z,52.033,0.0,Fitbit App
2025-09-01T04:05:00Z,52.258,0.0,Fitbit App
2025-09-01T04:10:00Z,49.804,0.0,Fitbit App
2025-09-01T04:15:00Z,52.158,0.0,Fitbit App
2025-09-01T04:20:00Z,52.483,0.0,Fitbit App
2025-09-01T04:25:00Z,53.52,0.0,Fitbit App
2025-09-01T04:30:00Z,54.048,0.0,Fitbit App
2025-09-01T04:35:00Z,54.153,0.0,Fitbit App
2025-09-01T04:40:00Z,58.234,0.0,Fitbit App
2025-09-01T04:45:00Z,40.52,0.0,Fitbit App
2025-09-01T04:50:00Z,38.156,0.0,Fitbit App
2025-09-01T04:55:00Z,28.529,0.0,Fitbit App
2025-09-01T05:00:00Z,32.464,0.0,Fitbit App
2025-09-01T05:05:00Z,37.229,0.0,Fitbit App
2025-09-01T05:10:00Z,51.909,0.0,Fitbit App
2025-09-01T05:15:00Z,51.525,0.0,Fitbit App
2025-09-01T05:20:00Z,55.656,0.0,Fitbit App
2025-09-01T05:25:00Z,51.46,0.0,Fitbit App
2025-09-01T05:30:00Z,45.062,0.0,Fitbit App
2025-09-01T05:35:00Z,36.486,0.0,Fitbit App
2025-09-01T05:40:00Z,38.183,0.0,Fitbit App
2025-09-01T05:45:00Z,39.016,0.0,Fitbit App
2025-09-01T05:50:00Z,46.958,0.0,Fitbit App
2025-09-01T05:55:00Z,44.623,0.0,Fitbit App
2025-09-01T06:00:00Z,42.975,0.0,Fitbit App
2025-09-01T06:05:00Z,46.67,0.0,Fitbit App
2025-09-01T06:10:00Z,44.575,0.0,Fitbit App
2025-09-01T06:15:00Z,39.928,0.0,Fitbit App
2025-09-01T06:20:00Z,32.021,0.0,Fitbit App
2025-09-01T06:25:00Z,37.629,0.0,Fitbit App
2025-09-01T06:30:00Z,33.099,0.0,Fitbit App
2025-09-01T06:35:00Z,37.168,0.0,Fitbit App
2025-09-01T06:40:00Z,39.825,0.0,Fitbit App
2025-09-01T06:45:00Z,40.514,0.0,Fitbit App
2025-09-01T06:50:00Z,48.396,0.0,Fitbit App
2025-09-01T06:55:00Z,48.711,0.0,Fitbit App
2025-09-01T07:00:00Z,50.932,0.0,Fitbit App
2025-09-01T07:05:00Z,55.405,0.0,Fitbit App
2025-09-01T07:10:00Z,47.356,0.0,Fitbit App
2025-09-01T07:15:00Z,52.138,0.0,Fitbit App
2025-09-01T07:20:00Z,57.394,0.0,Fitbit App
2025-09-01T07:25:00Z,54.1,0.0,Fitbit App
2025-09-01T07:30:00Z,48.863,0.0,Fitbit App
2025-09-01T07:35:00Z,47.005,0.0,Fitbit App
2025-09-01T07:40:00Z,48.583,0.0,Fitbit App
2025-09-01T07:45:00Z,52.093,0.0,Fitbit App
2025-09-01T07:50:00Z,48.65,0.0,Fitbit App
2025-09-01T07:55:00Z,59.86,0.0,Fitbit App
2025-09-01T08:00:00Z,51.867,0.0,Fitbit App
2025-09-01T08:05:00Z,42.722,0.0,Fitbit App
2025-09-01T08:10:00Z,35.38,0.0,Fitbit App
2025-09-01T08:20:00Z,43.411,0.0,Fitbit App
