timestamp,Infrared to Red Signal Ratio
08/27/25 04:43:29,29
08/27/25 04:44:29,0
08/27/25 04:45:29,15
08/27/25 04:46:29,0
08/27/25 04:47:30,0
08/27/25 04:48:30,0
08/27/25 04:49:30,-42
08/27/25 04:50:30,0
08/27/25 04:51:30,-9
08/27/25 04:52:30,0
08/27/25 04:53:30,0
08/27/25 04:54:30,0
08/27/25 04:55:30,0
08/27/25 04:56:30,0
08/27/25 04:57:30,0
08/27/25 04:58:30,0
08/27/25 04:59:30,0
08/27/25 05:00:30,0
08/27/25 05:01:30,0
08/27/25 05:02:30,0
08/27/25 05:03:28,0
08/27/25 05:04:28,0
08/27/25 05:05:28,0
08/27/25 05:06:28,0
08/27/25 05:07:28,0
08/27/25 05:08:28,0
08/27/25 05:09:28,0
08/27/25 05:10:28,0
08/27/25 05:11:28,-13
08/27/25 05:12:28,0
08/27/25 05:13:28,0
08/27/25 05:14:28,16
08/27/25 05:15:28,0
08/27/25 05:16:28,-31
08/27/25 05:17:28,-16
08/27/25 05:18:30,0
08/27/25 05:19:30,4
08/27/25 05:20:30,13
08/27/25 05:21:30,0
08/27/25 05:22:30,4
08/27/25 05:23:30,21
08/27/25 05:24:30,-6
08/27/25 05:25:30,4
08/27/25 05:26:30,52
08/27/25 05:27:30,0
08/27/25 05:28:30,6
08/27/25 05:29:30,-4
08/27/25 05:30:30,-39
08/27/25 05:31:30,23
08/27/25 05:32:30,0
08/27/25 05:33:30,-17
08/27/25 05:34:30,3
08/27/25 05:35:30,0
08/27/25 05:36:30,0
08/27/25 05:37:30,0
08/27/25 05:38:30,0
08/27/25 05:39:30,0
08/27/25 05:40:30,0
08/27/25 05:41:30,0
08/27/25 05:42:30,0
08/27/25 05:43:30,0
08/27/25 05:44:30,0
08/27/25 05:45:30,0
08/27/25 05:46:30,0
08/27/25 05:47:30,0
08/27/25 05:48:30,0
08/27/25 05:49:30,0
08/27/25 05:50:30,0
08/27/25 05:51:30,0
08/27/25 05:52:30,0
08/27/25 05:53:30,0
08/27/25 05:54:30,0
08/27/25 05:55:30,0
08/27/25 05:56:30,0
08/27/25 05:57:30,0
08/27/25 05:58:30,0
08/27/25 05:59:30,0
08/27/25 06:00:30,0
08/27/25 06:01:30,0
08/27/25 06:02:30,0
08/27/25 06:03:30,0
08/27/25 06:04:30,0
08/27/25 06:05:30,0
08/27/25 06:06:30,0
08/27/25 06:07:30,0
08/27/25 06:08:30,0
08/27/25 06:09:30,10
08/27/25 06:10:30,-13
08/27/25 06:11:30,17
08/27/25 06:12:30,14
08/27/25 06:13:30,9
08/27/25 06:14:30,2
08/27/25 06:15:30,-14
08/27/25 06:16:30,-18
08/27/25 06:17:30,0
08/27/25 06:18:29,-8
08/27/25 06:19:29,0
08/27/25 06:20:29,-13
08/27/25 06:21:29,-41
08/27/25 06:22:29,-24
08/27/25 06:23:29,0
08/27/25 06:24:29,-4
08/27/25 06:25:29,0
08/27/25 06:26:29,0
08/27/25 06:27:29,0
08/27/25 06:28:29,0
08/27/25 06:29:29,0
08/27/25 06:30:29,0
08/27/25 06:31:29,0
08/27/25 06:32:29,0
08/27/25 06:33:26,0
08/27/25 06:34:26,0
08/27/25 06:35:26,0
08/27/25 06:36:26,0
08/27/25 06:37:26,0
08/27/25 06:38:26,0
08/27/25 06:39:26,0
08/27/25 06:40:26,0
08/27/25 06:41:26,0
08/27/25 06:42:26,0
08/27/25 06:43:26,0
08/27/25 06:44:26,0
08/27/25 06:45:26,0
08/27/25 06:46:26,0
08/27/25 06:47:26,0
08/27/25 06:48:30,0
08/27/25 06:49:30,0
08/27/25 06:50:30,0
08/27/25 06:51:30,0
08/27/25 06:52:30,0
08/27/25 06:53:30,0
08/27/25 06:54:30,0
08/27/25 06:55:30,0
08/27/25 06:56:30,0
08/27/25 06:57:30,0
08/27/25 06:58:30,0
08/27/25 06:59:30,0
08/27/25 07:00:30,0
08/27/25 07:01:30,5
08/27/25 07:02:30,-8
08/27/25 07:03:30,0
08/27/25 07:04:30,0
08/27/25 07:05:30,0
08/27/25 07:06:30,0
08/27/25 07:07:30,8
08/27/25 07:08:30,9
08/27/25 07:09:30,0
08/27/25 07:10:30,0
08/27/25 07:11:30,71
08/27/25 07:12:30,1
08/27/25 07:13:30,-17
08/27/25 07:14:30,0
08/27/25 07:15:30,0
08/27/25 07:16:30,0
08/27/25 07:17:30,0
08/27/25 07:18:30,0
08/27/25 07:19:29,0
08/27/25 07:20:29,0
08/27/25 07:21:29,0
08/27/25 07:22:29,0
08/27/25 07:23:29,0
08/27/25 07:24:29,0
08/27/25 07:25:29,0
08/27/25 07:26:29,0
08/27/25 07:27:29,0
08/27/25 07:28:29,0
08/27/25 07:29:29,0
08/27/25 07:30:29,0
08/27/25 07:31:29,0
08/27/25 07:32:29,0
08/27/25 07:33:29,0
08/27/25 07:34:30,0
08/27/25 07:35:30,0
08/27/25 07:36:30,0
08/27/25 07:37:30,0
08/27/25 07:38:30,0
08/27/25 07:39:30,0
08/27/25 07:40:30,0
08/27/25 07:41:30,0
08/27/25 07:42:30,0
08/27/25 07:43:30,0
08/27/25 07:44:30,0
08/27/25 07:45:30,0
08/27/25 07:46:30,0
08/27/25 07:47:30,0
08/27/25 07:48:30,0
08/27/25 07:49:30,0
08/27/25 07:50:30,0
08/27/25 07:51:30,0
08/27/25 07:52:30,0
08/27/25 07:53:30,0
08/27/25 07:54:30,0
08/27/25 07:55:30,0
08/27/25 07:56:30,0
08/27/25 07:57:30,0
08/27/25 07:58:30,0
08/27/25 07:59:30,0
08/27/25 08:00:30,0
08/27/25 08:01:30,0
08/27/25 08:02:30,0
08/27/25 08:03:30,0
08/27/25 08:04:29,0
08/27/25 08:05:29,0
08/27/25 08:06:29,0
08/27/25 08:07:29,0
08/27/25 08:08:29,0
08/27/25 08:09:29,0
08/27/25 08:10:29,0
08/27/25 08:11:29,0
08/27/25 08:12:29,17
08/27/25 08:13:29,22
08/27/25 08:14:29,-40
08/27/25 08:15:29,0
08/27/25 08:16:29,0
08/27/25 08:17:29,0
08/27/25 08:18:29,7
08/27/25 08:19:29,-18
08/27/25 08:20:29,-10
08/27/25 08:21:31,-15
08/27/25 08:22:31,4
08/27/25 08:23:31,26
08/27/25 08:24:31,48
08/27/25 08:25:31,54
08/27/25 08:26:31,3
08/27/25 08:27:31,1
08/27/25 08:28:31,-8
08/27/25 08:29:31,-1
08/27/25 08:30:31,0
08/27/25 08:31:31,0
08/27/25 08:32:32,0
08/27/25 08:33:32,0
08/27/25 08:34:32,0
08/27/25 08:35:32,0
08/27/25 08:36:32,0
08/27/25 08:37:32,61
08/27/25 08:38:32,-2
08/27/25 08:39:32,0
08/27/25 08:40:32,0
08/27/25 08:41:32,0
08/27/25 08:42:32,0
08/27/25 08:43:32,0
08/27/25 08:44:32,0
08/27/25 08:45:32,19
08/27/25 08:46:32,17
08/27/25 08:47:32,0
08/27/25 08:48:32,0
08/27/25 08:49:32,24
08/27/25 08:50:32,0
08/27/25 08:51:32,0
08/27/25 08:52:32,0
08/27/25 08:53:32,0
08/27/25 08:54:32,0
08/27/25 14:26:32,0
08/27/25 14:27:32,0
08/27/25 14:28:32,0
08/27/25 14:29:32,0
08/27/25 14:30:32,-46
08/27/25 14:31:32,0
