timestamp,Infrared to Red Signal Ratio
08/07/25 07:37:00,0
08/07/25 07:38:00,0
08/07/25 07:39:00,0
08/07/25 07:40:00,0
08/07/25 07:41:00,0
08/07/25 07:42:00,0
08/07/25 07:43:00,0
08/07/25 07:44:00,0
