timestamp,Infrared to Red Signal Ratio
08/11/25 02:44:02,0
08/11/25 02:45:02,0
08/11/25 02:46:02,0
08/11/25 02:47:02,-13
08/11/25 02:48:02,-19
08/11/25 02:49:02,21
08/11/25 02:50:02,0
08/11/25 02:51:02,-24
08/11/25 02:52:02,-60
08/11/25 02:53:02,13
08/11/25 02:54:02,-12
08/11/25 02:55:02,-25
08/11/25 02:56:02,-23
08/11/25 02:57:02,-31
08/11/25 02:58:02,-53
08/11/25 02:59:02,-43
08/11/25 03:00:02,-23
08/11/25 03:01:02,42
08/11/25 03:02:02,-3
08/11/25 03:03:02,0
08/11/25 03:04:02,-17
08/11/25 03:05:02,5
08/11/25 03:06:02,0
08/11/25 03:07:02,1
08/11/25 03:08:02,-44
08/11/25 03:09:02,-26
08/11/25 03:10:02,3
08/11/25 03:11:02,0
08/11/25 03:12:02,-11
08/11/25 03:13:02,0
08/11/25 03:14:02,-2
08/11/25 03:15:02,22
08/11/25 03:16:02,-7
08/11/25 03:17:02,7
08/11/25 03:18:02,-65
08/11/25 03:19:02,-67
08/11/25 03:20:02,0
08/11/25 03:21:02,-47
08/11/25 03:22:02,0
08/11/25 03:23:02,4
08/11/25 03:24:02,-34
08/11/25 03:25:02,-2
08/11/25 03:26:02,-2
08/11/25 03:27:02,-23
08/11/25 03:28:02,-28
08/11/25 03:29:02,8
08/11/25 03:30:02,-16
08/11/25 03:31:02,0
08/11/25 03:32:02,24
08/11/25 03:33:02,0
08/11/25 03:34:02,-17
08/11/25 03:35:02,-1
08/11/25 03:36:02,-6
08/11/25 03:37:02,0
08/11/25 03:38:02,9
08/11/25 03:39:02,40
08/11/25 03:40:02,36
08/11/25 03:41:02,-12
08/11/25 03:42:01,3
08/11/25 03:43:01,2
08/11/25 03:44:01,4
08/11/25 03:45:01,-30
08/11/25 03:46:01,-49
08/11/25 03:47:01,-14
08/11/25 03:48:01,-54
08/11/25 03:49:01,9
08/11/25 03:50:01,-38
08/11/25 03:51:01,-39
08/11/25 03:52:01,-52
08/11/25 03:53:01,-51
08/11/25 03:54:01,22
08/11/25 03:55:01,-71
08/11/25 03:56:01,-72
08/11/25 03:57:02,-82
08/11/25 03:58:02,-4
08/11/25 03:59:02,-7
08/11/25 04:00:02,0
08/11/25 04:01:02,-56
08/11/25 04:02:02,-46
08/11/25 04:03:02,-30
08/11/25 04:04:02,-5
08/11/25 04:05:02,-31
08/11/25 04:06:02,-59
08/11/25 04:07:02,5
08/11/25 04:08:02,-10
08/11/25 04:09:02,-13
08/11/25 04:10:02,3
08/11/25 04:11:02,-8
08/11/25 04:12:01,8
08/11/25 04:13:01,0
08/11/25 04:14:01,0
08/11/25 04:15:01,-1
08/11/25 04:16:01,0
08/11/25 04:17:01,-18
08/11/25 04:18:01,0
08/11/25 04:19:01,4
08/11/25 04:20:01,-6
08/11/25 04:21:01,0
08/11/25 04:22:01,0
08/11/25 04:23:01,6
08/11/25 04:24:01,-26
08/11/25 04:25:01,-2
08/11/25 04:26:01,0
08/11/25 04:27:01,7
08/11/25 04:28:01,-16
08/11/25 04:29:01,-1
08/11/25 04:30:01,1
08/11/25 04:31:01,0
08/11/25 04:32:01,-63
08/11/25 04:33:01,-43
08/11/25 04:34:01,0
08/11/25 04:35:01,-7
08/11/25 04:36:01,0
08/11/25 04:37:01,-1
08/11/25 04:38:01,-3
08/11/25 04:39:01,-3
08/11/25 04:40:01,-7
08/11/25 04:41:01,4
08/11/25 04:42:01,1
08/11/25 04:43:01,0
08/11/25 04:44:01,-8
08/11/25 04:45:01,-5
08/11/25 04:46:01,-1
08/11/25 04:47:01,-6
08/11/25 04:48:01,0
08/11/25 04:49:01,0
08/11/25 04:50:01,-9
08/11/25 04:51:01,-73
08/11/25 04:52:01,-25
08/11/25 04:53:01,-40
08/11/25 04:54:01,-2
08/11/25 04:55:01,-4
08/11/25 04:56:01,-8
08/11/25 04:57:01,6
08/11/25 04:58:01,-16
08/11/25 04:59:01,0
08/11/25 05:00:01,2
08/11/25 05:01:01,0
08/11/25 05:02:01,0
08/11/25 05:03:01,17
08/11/25 05:04:01,0
08/11/25 05:05:01,0
08/11/25 05:06:01,-7
08/11/25 05:07:01,7
08/11/25 05:08:28,0
08/11/25 05:09:28,3
08/11/25 05:10:28,-13
08/11/25 05:11:28,3
08/11/25 05:12:28,0
08/11/25 05:13:28,13
08/11/25 05:14:28,7
08/11/25 05:23:00,0
08/11/25 05:24:00,0
08/11/25 05:25:01,37
08/11/25 05:26:01,0
08/11/25 05:27:01,0
08/11/25 05:28:01,0
08/11/25 05:29:01,0
08/11/25 05:45:00,13
08/11/25 05:46:00,0
08/11/25 05:47:00,0
08/11/25 05:48:00,0
08/11/25 05:49:00,0
08/11/25 05:50:00,0
08/11/25 05:51:00,39
08/11/25 05:52:00,0
08/11/25 05:53:00,4
08/11/25 05:54:00,0
08/11/25 05:55:00,0
08/11/25 05:56:00,0
08/11/25 05:57:00,0
08/11/25 05:58:00,0
08/11/25 05:59:00,0
08/11/25 06:00:00,0
08/11/25 06:01:00,0
08/11/25 06:02:00,0
08/11/25 06:03:00,0
08/11/25 06:04:00,0
08/11/25 06:05:00,0
08/11/25 06:06:00,0
08/11/25 06:07:00,0
08/11/25 22:16:31,-18
08/11/25 22:17:31,-42
08/11/25 22:18:31,16
08/11/25 22:19:31,0
08/11/25 22:20:31,4
08/11/25 22:21:31,16
08/11/25 22:22:31,4
08/11/25 22:23:31,34
08/11/25 22:24:31,16
08/11/25 22:25:31,-5
08/11/25 22:26:31,21
08/11/25 22:27:31,-17
08/11/25 22:28:31,53
08/11/25 22:29:31,8
08/11/25 22:30:31,-30
08/11/25 22:31:31,23
08/11/25 22:32:31,-5
08/11/25 22:33:32,0
08/11/25 22:34:32,-1
08/11/25 22:35:32,0
08/11/25 22:36:32,2
08/11/25 22:37:32,3
08/11/25 22:38:32,4
08/11/25 22:39:32,-4
08/11/25 22:40:32,8
08/11/25 22:41:32,8
08/11/25 22:42:32,8
08/11/25 22:43:32,0
08/11/25 22:44:32,-4
08/11/25 22:45:32,0
08/11/25 22:46:32,31
08/11/25 22:47:32,-2
08/11/25 22:48:33,-2
08/11/25 22:49:33,0
08/11/25 22:50:33,10
08/11/25 22:51:33,20
08/11/25 22:52:33,4
08/11/25 22:53:33,6
08/11/25 22:54:33,3
08/11/25 22:55:33,-20
08/11/25 22:56:33,-12
08/11/25 22:57:33,4
08/11/25 22:58:33,5
08/11/25 22:59:33,-11
08/11/25 23:00:33,-29
08/11/25 23:01:33,-5
08/11/25 23:02:33,-38
08/11/25 23:03:32,-40
08/11/25 23:04:32,-30
08/11/25 23:05:32,0
08/11/25 23:06:32,-4
08/11/25 23:07:32,0
08/11/25 23:08:32,-50
08/11/25 23:09:32,-6
08/11/25 23:10:32,3
08/11/25 23:11:32,-1
08/11/25 23:12:32,0
08/11/25 23:13:32,-45
08/11/25 23:14:32,-1
08/11/25 23:15:32,-7
08/11/25 23:16:32,-30
08/11/25 23:17:32,-13
08/11/25 23:18:32,-26
08/11/25 23:19:32,-2
08/11/25 23:20:32,-3
08/11/25 23:21:32,0
08/11/25 23:22:32,-56
08/11/25 23:23:32,-24
08/11/25 23:24:32,-21
08/11/25 23:25:32,0
08/11/25 23:26:32,-39
08/11/25 23:27:32,-17
08/11/25 23:28:33,-44
08/11/25 23:29:33,-60
08/11/25 23:30:33,2
08/11/25 23:31:33,-2
08/11/25 23:32:33,-9
08/11/25 23:33:33,-12
08/11/25 23:34:33,11
08/11/25 23:35:33,-5
08/11/25 23:36:33,-7
08/11/25 23:37:33,-23
08/11/25 23:38:33,-30
08/11/25 23:39:33,-42
08/11/25 23:40:33,-8
08/11/25 23:41:33,12
08/11/25 23:42:33,-28
08/11/25 23:43:33,0
08/11/25 23:44:33,-8
08/11/25 23:45:33,0
08/11/25 23:46:33,6
08/11/25 23:47:33,32
08/11/25 23:48:33,-4
08/11/25 23:49:33,-1
08/11/25 23:50:33,-19
08/11/25 23:51:33,0
08/11/25 23:52:33,-20
08/11/25 23:53:33,2
08/11/25 23:54:33,-35
08/11/25 23:55:33,-14
08/11/25 23:56:34,-49
08/11/25 23:57:34,-64
08/11/25 23:58:34,-15
08/11/25 23:59:34,0
